Student_ID,Day_of_Week,Total_Sessions,Absence_Count,Absence_Rate
ENHS_SYN_0109,Thursday,60,4,0.0667
ENHS_SYN_0109,Tuesday,60,1,0.0167
ENHS_SYN_0109,Wednesday,60,7,0.1167
ENHS_SYN_0110,Friday,60,14,0.2333
ENHS_SYN_0110,Monday,60,15,0.25
ENHS_SYN_0110,Thursday,60,7,0.1167
ENHS_SYN_0110,Tuesday,60,11,0.1833
ENHS_SYN_0110,Wednesday,60,18,0.3
ENHS_SYN_0111,Friday,60,14,0.2333
ENHS_SYN_0111,Monday,60,15,0.25
ENHS_SYN_0111,Thursday,60,17,0.2833
ENHS_SYN_0111,Tuesday,60,9,0.15
ENHS_SYN_0111,Wednesday,60,12,0.2
ENHS_SYN_0112,Friday,60,3,0.05
ENHS_SYN_0112,Monday,60,4,0.0667
ENHS_SYN_0112,Thursday,60,2,0.0333
ENHS_SYN_0112,Tuesday,60,3,0.05
ENHS_SYN_0112,Wednesday,60,3,0.05
ENHS_SYN_0113,Friday,60,4,0.0667
ENHS_SYN_0113,Monday,60,4,0.0667
ENHS_SYN_0113,Thursday,60,10,0.1667
ENHS_SYN_0113,Tuesday,60,4,0.0667
ENHS_SYN_0113,Wednesday,60,4,0.0667
ENHS_SYN_0114,Friday,60,2,0.0333
ENHS_SYN_0114,Monday,59,4,0.0678
ENHS_SYN_0114,Thursday,59,0,0.0
ENHS_SYN_0114,Tuesday,60,2,0.0333
ENHS_SYN_0114,Wednesday,60,0,0.0
ENHS_SYN_0115,Friday,60,2,0.0333
ENHS_SYN_0115,Monday,60,2,0.0333
ENHS_SYN_0115,Thursday,60,1,0.0167
ENHS_SYN_0115,Tuesday,59,1,0.0169
ENHS_SYN_0115,Wednesday,60,2,0.0333
ENHS_SYN_0116,Friday,60,5,0.0833
ENHS_SYN_0116,Monday,60,7,0.1167
ENHS_SYN_0116,Thursday,60,5,0.0833
ENHS_SYN_0116,Tuesday,60,3,0.05
ENHS_SYN_0116,Wednesday,60,7,0.1167
ENHS_SYN_0117,Friday,60,2,0.0333
ENHS_SYN_0117,Monday,60,6,0.1
ENHS_SYN_0117,Thursday,60,4,0.0667
ENHS_SYN_0117,Tuesday,60,3,0.05
ENHS_SYN_0117,Wednesday,60,6,0.1
ENHS_SYN_0118,Friday,60,10,0.1667
ENHS_SYN_0118,Monday,60,17,0.2833
ENHS_SYN_0118,Thursday,60,8,0.1333
ENHS_SYN_0118,Tuesday,60,18,0.3
ENHS_SYN_0118,Wednesday,60,19,0.3167
ENHS_SYN_0119,Friday,60,3,0.05
ENHS_SYN_0119,Monday,60,5,0.0833
ENHS_SYN_0119,Thursday,60,7,0.1167
ENHS_SYN_0119,Tuesday,60,4,0.0667
ENHS_SYN_0119,Wednesday,60,6,0.1
ENHS_SYN_0120,Friday,60,4,0.0667
ENHS_SYN_0120,Monday,60,4,0.0667
ENHS_SYN_0120,Thursday,60,8,0.1333
ENHS_SYN_0120,Tuesday,59,9,0.1525
ENHS_SYN_0120,Wednesday,60,5,0.0833
ENHS_SYN_0121,Friday,60,2,0.0333
ENHS_SYN_0121,Monday,60,6,0.1
ENHS_SYN_0121,Thursday,59,2,0.0339
ENHS_SYN_0121,Tuesday,60,3,0.05
ENHS_SYN_0121,Wednesday,60,1,0.0167
ENHS_SYN_0122,Friday,60,6,0.1
ENHS_SYN_0122,Monday,60,6,0.1
ENHS_SYN_0122,Thursday,58,6,0.1034
ENHS_SYN_0122,Tuesday,60,3,0.05
ENHS_SYN_0122,Wednesday,60,2,0.0333
ENHS_SYN_0123,Friday,60,11,0.1833
ENHS_SYN_0123,Monday,60,9,0.15
ENHS_SYN_0123,Thursday,59,9,0.1525
ENHS_SYN_0123,Tuesday,59,10,0.1695
ENHS_SYN_0123,Wednesday,60,8,0.1333
ENHS_SYN_0124,Friday,60,0,0.0
ENHS_SYN_0124,Monday,60,1,0.0167
ENHS_SYN_0124,Thursday,60,1,0.0167
ENHS_SYN_0124,Tuesday,60,2,0.0333
ENHS_SYN_0124,Wednesday,59,2,0.0339
ENHS_SYN_0125,Friday,60,1,0.0167
ENHS_SYN_0125,Monday,60,3,0.05
ENHS_SYN_0125,Thursday,60,1,0.0167
ENHS_SYN_0125,Tuesday,60,3,0.05
ENHS_SYN_0125,Wednesday,59,0,0.0
ENHS_SYN_0126,Friday,60,9,0.15
ENHS_SYN_0126,Monday,60,18,0.3
ENHS_SYN_0126,Thursday,60,16,0.2667
ENHS_SYN_0126,Tuesday,60,17,0.2833
ENHS_SYN_0126,Wednesday,60,19,0.3167
ENHS_SYN_0127,Friday,60,19,0.3167
ENHS_SYN_0127,Monday,60,18,0.3
ENHS_SYN_0127,Thursday,59,18,0.3051
ENHS_SYN_0127,Tuesday,60,14,0.2333
ENHS_SYN_0127,Wednesday,60,16,0.2667
ENHS_SYN_0128,Friday,60,12,0.2
ENHS_SYN_0128,Monday,60,17,0.2833
ENHS_SYN_0128,Thursday,60,14,0.2333
ENHS_SYN_0128,Tuesday,60,12,0.2
ENHS_SYN_0128,Wednesday,60,13,0.2167
ENHS_SYN_0129,Friday,60,11,0.1833
ENHS_SYN_0129,Monday,60,8,0.1333
ENHS_SYN_0129,Thursday,60,5,0.0833
ENHS_SYN_0129,Tuesday,60,8,0.1333
ENHS_SYN_0129,Wednesday,60,8,0.1333
ENHS_SYN_0130,Friday,60,4,0.0667
ENHS_SYN_0130,Monday,60,1,0.0167
ENHS_SYN_0130,Thursday,60,3,0.05
ENHS_SYN_0130,Tuesday,60,10,0.1667
ENHS_SYN_0130,Wednesday,60,7,0.1167
ENHS_SYN_0131,Friday,60,12,0.2
ENHS_SYN_0131,Monday,60,8,0.1333
ENHS_SYN_0131,Thursday,59,15,0.2542
ENHS_SYN_0131,Tuesday,60,15,0.25
ENHS_SYN_0131,Wednesday,60,10,0.1667
ENHS_SYN_0132,Friday,60,9,0.15
ENHS_SYN_0132,Monday,60,9,0.15
ENHS_SYN_0132,Thursday,60,10,0.1667
ENHS_SYN_0132,Tuesday,60,13,0.2167
ENHS_SYN_0132,Wednesday,60,9,0.15
ENHS_SYN_0133,Friday,60,8,0.1333
ENHS_SYN_0133,Monday,60,5,0.0833
ENHS_SYN_0133,Thursday,60,4,0.0667
ENHS_SYN_0133,Tuesday,59,5,0.0847
ENHS_SYN_0133,Wednesday,60,4,0.0667
ENHS_SYN_0134,Friday,60,5,0.0833
ENHS_SYN_0134,Monday,60,8,0.1333
ENHS_SYN_0134,Thursday,59,5,0.0847
ENHS_SYN_0134,Tuesday,60,5,0.0833
ENHS_SYN_0134,Wednesday,60,6,0.1
ENHS_SYN_0135,Friday,60,4,0.0667
ENHS_SYN_0135,Monday,60,7,0.1167
ENHS_SYN_0135,Thursday,60,10,0.1667
ENHS_SYN_0135,Tuesday,60,9,0.15
ENHS_SYN_0135,Wednesday,60,10,0.1667
ENHS_SYN_0136,Friday,60,5,0.0833
ENHS_SYN_0136,Monday,60,9,0.15
ENHS_SYN_0136,Thursday,60,8,0.1333
ENHS_SYN_0136,Tuesday,60,2,0.0333
ENHS_SYN_0136,Wednesday,60,3,0.05
ENHS_SYN_0137,Friday,59,7,0.1186
ENHS_SYN_0137,Monday,60,7,0.1167
ENHS_SYN_0137,Thursday,60,7,0.1167
ENHS_SYN_0137,Tuesday,60,6,0.1
ENHS_SYN_0137,Wednesday,60,3,0.05
ENHS_SYN_0138,Friday,59,18,0.3051
ENHS_SYN_0138,Monday,60,20,0.3333
ENHS_SYN_0138,Thursday,59,15,0.2542
ENHS_SYN_0138,Tuesday,60,14,0.2333
ENHS_SYN_0138,Wednesday,60,18,0.3
ENHS_SYN_0139,Friday,60,10,0.1667
ENHS_SYN_0139,Monday,59,10,0.1695
ENHS_SYN_0139,Thursday,60,7,0.1167
ENHS_SYN_0139,Tuesday,60,5,0.0833
ENHS_SYN_0139,Wednesday,60,5,0.0833
ENHS_SYN_0140,Friday,60,4,0.0667
ENHS_SYN_0140,Monday,60,4,0.0667
ENHS_SYN_0140,Thursday,60,0,0.0
ENHS_SYN_0140,Tuesday,60,3,0.05
ENHS_SYN_0140,Wednesday,60,4,0.0667
ENHS_SYN_0141,Friday,60,4,0.0667
ENHS_SYN_0141,Monday,60,4,0.0667
ENHS_SYN_0141,Thursday,60,6,0.1
ENHS_SYN_0141,Tuesday,60,4,0.0667
ENHS_SYN_0141,Wednesday,60,9,0.15
ENHS_SYN_0142,Friday,60,8,0.1333
ENHS_SYN_0142,Monday,59,14,0.2373
ENHS_SYN_0142,Thursday,60,17,0.2833
ENHS_SYN_0142,Tuesday,60,11,0.1833
ENHS_SYN_0142,Wednesday,60,6,0.1
ENHS_SYN_0143,Friday,60,9,0.15
ENHS_SYN_0143,Monday,59,3,0.0508
ENHS_SYN_0143,Thursday,59,14,0.2373
ENHS_SYN_0143,Tuesday,60,9,0.15
ENHS_SYN_0143,Wednesday,60,8,0.1333
ENHS_SYN_0144,Friday,60,8,0.1333
ENHS_SYN_0144,Monday,60,14,0.2333
ENHS_SYN_0144,Thursday,60,14,0.2333
ENHS_SYN_0144,Tuesday,60,16,0.2667
ENHS_SYN_0144,Wednesday,59,3,0.0508
ENHS_SYN_0145,Friday,60,2,0.0333
ENHS_SYN_0145,Monday,60,2,0.0333
ENHS_SYN_0145,Thursday,60,7,0.1167
ENHS_SYN_0145,Tuesday,60,5,0.0833
ENHS_SYN_0145,Wednesday,60,1,0.0167
ENHS_SYN_0146,Friday,60,1,0.0167
ENHS_SYN_0146,Monday,59,3,0.0508
ENHS_SYN_0146,Thursday,60,2,0.0333
ENHS_SYN_0146,Tuesday,60,2,0.0333
ENHS_SYN_0146,Wednesday,59,3,0.0508
ENHS_SYN_0147,Friday,60,7,0.1167
ENHS_SYN_0147,Monday,60,11,0.1833
ENHS_SYN_0147,Thursday,60,7,0.1167
ENHS_SYN_0147,Tuesday,60,10,0.1667
ENHS_SYN_0147,Wednesday,60,6,0.1
ENHS_SYN_0148,Friday,60,11,0.1833
ENHS_SYN_0148,Monday,60,16,0.2667
ENHS_SYN_0148,Thursday,60,9,0.15
ENHS_SYN_0148,Tuesday,60,11,0.1833
ENHS_SYN_0148,Wednesday,60,9,0.15
ENHS_SYN_0149,Friday,60,4,0.0667
ENHS_SYN_0149,Monday,60,6,0.1
ENHS_SYN_0149,Thursday,59,5,0.0847
ENHS_SYN_0149,Tuesday,59,4,0.0678
ENHS_SYN_0149,Wednesday,60,8,0.1333
ENHS_SYN_0150,Friday,60,21,0.35
ENHS_SYN_0150,Monday,60,18,0.3
ENHS_SYN_0150,Thursday,60,18,0.3
ENHS_SYN_0150,Tuesday,60,14,0.2333
ENHS_SYN_0150,Wednesday,60,11,0.1833
ENHS_SYN_0151,Friday,60,13,0.2167
ENHS_SYN_0151,Monday,60,6,0.1
ENHS_SYN_0151,Thursday,60,5,0.0833
ENHS_SYN_0151,Tuesday,59,10,0.1695
ENHS_SYN_0151,Wednesday,60,10,0.1667
ENHS_SYN_0152,Friday,60,11,0.1833
ENHS_SYN_0152,Monday,60,16,0.2667
ENHS_SYN_0152,Thursday,60,10,0.1667
ENHS_SYN_0152,Tuesday,60,13,0.2167
ENHS_SYN_0152,Wednesday,60,7,0.1167
ENHS_SYN_0153,Friday,60,4,0.0667
ENHS_SYN_0153,Monday,60,8,0.1333
ENHS_SYN_0153,Thursday,60,7,0.1167
ENHS_SYN_0153,Tuesday,60,6,0.1
ENHS_SYN_0153,Wednesday,60,3,0.05
ENHS_SYN_0154,Friday,60,14,0.2333
ENHS_SYN_0154,Monday,60,10,0.1667
ENHS_SYN_0154,Thursday,60,14,0.2333
ENHS_SYN_0154,Tuesday,60,8,0.1333
ENHS_SYN_0154,Wednesday,60,7,0.1167
ENHS_SYN_0155,Friday,60,13,0.2167
ENHS_SYN_0155,Monday,60,7,0.1167
ENHS_SYN_0155,Thursday,60,10,0.1667
ENHS_SYN_0155,Tuesday,60,12,0.2
ENHS_SYN_0155,Wednesday,60,11,0.1833
ENHS_SYN_0156,Friday,59,5,0.0847
ENHS_SYN_0156,Monday,59,2,0.0339
ENHS_SYN_0156,Thursday,60,5,0.0833
ENHS_SYN_0156,Tuesday,59,5,0.0847
ENHS_SYN_0156,Wednesday,60,6,0.1
ENHS_SYN_0157,Friday,60,5,0.0833
ENHS_SYN_0157,Monday,60,5,0.0833
ENHS_SYN_0157,Thursday,59,7,0.1186
ENHS_SYN_0157,Tuesday,60,3,0.05
ENHS_SYN_0157,Wednesday,60,2,0.0333
ENHS_SYN_0158,Friday,60,12,0.2
ENHS_SYN_0158,Monday,59,8,0.1356
ENHS_SYN_0158,Thursday,60,7,0.1167
ENHS_SYN_0158,Tuesday,60,5,0.0833
ENHS_SYN_0158,Wednesday,60,8,0.1333
ENHS_SYN_0159,Friday,60,7,0.1167
ENHS_SYN_0159,Monday,60,3,0.05
ENHS_SYN_0159,Thursday,60,6,0.1
ENHS_SYN_0159,Tuesday,60,8,0.1333
ENHS_SYN_0159,Wednesday,60,4,0.0667
ENHS_SYN_0160,Friday,60,10,0.1667
ENHS_SYN_0160,Monday,60,7,0.1167
ENHS_SYN_0160,Thursday,60,8,0.1333
ENHS_SYN_0160,Tuesday,60,14,0.2333
ENHS_SYN_0160,Wednesday,60,12,0.2
ENHS_SYN_0161,Friday,60,4,0.0667
ENHS_SYN_0161,Monday,60,1,0.0167
ENHS_SYN_0161,Thursday,59,2,0.0339
ENHS_SYN_0161,Tuesday,60,4,0.0667
ENHS_SYN_0161,Wednesday,60,3,0.05
ENHS_SYN_0162,Friday,60,18,0.3
ENHS_SYN_0162,Monday,60,14,0.2333
ENHS_SYN_0162,Thursday,60,23,0.3833
ENHS_SYN_0162,Tuesday,60,19,0.3167
ENHS_SYN_0162,Wednesday,60,16,0.2667
ENHS_SYN_0163,Friday,60,8,0.1333
ENHS_SYN_0163,Monday,60,5,0.0833
ENHS_SYN_0163,Thursday,60,6,0.1
ENHS_SYN_0163,Tuesday,60,2,0.0333
ENHS_SYN_0163,Wednesday,60,5,0.0833
ENHS_SYN_0164,Friday,60,4,0.0667
ENHS_SYN_0164,Monday,60,4,0.0667
ENHS_SYN_0164,Thursday,60,2,0.0333
ENHS_SYN_0164,Tuesday,60,3,0.05
ENHS_SYN_0164,Wednesday,60,3,0.05
ENHS_SYN_0165,Friday,60,14,0.2333
ENHS_SYN_0165,Monday,60,12,0.2
ENHS_SYN_0165,Thursday,60,9,0.15
ENHS_SYN_0165,Tuesday,60,11,0.1833
ENHS_SYN_0165,Wednesday,60,16,0.2667
ENHS_SYN_0166,Friday,60,7,0.1167
ENHS_SYN_0166,Monday,60,5,0.0833
ENHS_SYN_0166,Thursday,60,5,0.0833
ENHS_SYN_0166,Tuesday,60,1,0.0167
ENHS_SYN_0166,Wednesday,60,6,0.1
ENHS_SYN_0167,Friday,60,7,0.1167
ENHS_SYN_0167,Monday,59,4,0.0678
ENHS_SYN_0167,Thursday,60,5,0.0833
ENHS_SYN_0167,Tuesday,60,4,0.0667
ENHS_SYN_0167,Wednesday,60,3,0.05
ENHS_SYN_0168,Friday,60,14,0.2333
ENHS_SYN_0168,Monday,60,15,0.25
ENHS_SYN_0168,Thursday,60,16,0.2667
ENHS_SYN_0168,Tuesday,59,13,0.2203
ENHS_SYN_0168,Wednesday,59,17,0.2881
ENHS_SYN_0169,Friday,60,9,0.15
ENHS_SYN_0169,Monday,60,12,0.2
ENHS_SYN_0169,Thursday,59,5,0.0847
ENHS_SYN_0169,Tuesday,60,12,0.2
ENHS_SYN_0169,Wednesday,60,13,0.2167
ENHS_SYN_0170,Friday,59,4,0.0678
ENHS_SYN_0170,Monday,60,5,0.0833
ENHS_SYN_0170,Thursday,60,1,0.0167
ENHS_SYN_0170,Tuesday,60,5,0.0833
ENHS_SYN_0170,Wednesday,59,2,0.0339
ENHS_SYN_0171,Friday,60,3,0.05
ENHS_SYN_0171,Monday,60,7,0.1167
ENHS_SYN_0171,Thursday,60,6,0.1
ENHS_SYN_0171,Tuesday,60,6,0.1
ENHS_SYN_0171,Wednesday,60,13,0.2167
ENHS_SYN_0172,Friday,60,20,0.3333
ENHS_SYN_0172,Monday,60,16,0.2667
ENHS_SYN_0172,Thursday,60,12,0.2
ENHS_SYN_0172,Tuesday,60,12,0.2
ENHS_SYN_0172,Wednesday,60,9,0.15
ENHS_SYN_0173,Friday,60,17,0.2833
ENHS_SYN_0173,Monday,60,16,0.2667
ENHS_SYN_0173,Thursday,60,11,0.1833
ENHS_SYN_0173,Tuesday,60,17,0.2833
ENHS_SYN_0173,Wednesday,60,12,0.2
ENHS_SYN_0174,Friday,60,8,0.1333
ENHS_SYN_0174,Monday,60,4,0.0667
ENHS_SYN_0174,Thursday,60,11,0.1833
ENHS_SYN_0174,Tuesday,60,8,0.1333
ENHS_SYN_0174,Wednesday,60,6,0.1
ENHS_SYN_0175,Friday,60,14,0.2333
ENHS_SYN_0175,Monday,60,15,0.25
ENHS_SYN_0175,Thursday,60,8,0.1333
ENHS_SYN_0175,Tuesday,60,14,0.2333
ENHS_SYN_0175,Wednesday,60,8,0.1333
ENHS_SYN_0176,Friday,60,7,0.1167
ENHS_SYN_0176,Monday,60,5,0.0833
ENHS_SYN_0176,Thursday,60,9,0.15
ENHS_SYN_0176,Tuesday,60,5,0.0833
ENHS_SYN_0176,Wednesday,60,1,0.0167
ENHS_SYN_0177,Friday,60,7,0.1167
ENHS_SYN_0177,Monday,60,11,0.1833
ENHS_SYN_0177,Thursday,60,11,0.1833
ENHS_SYN_0177,Tuesday,60,10,0.1667
ENHS_SYN_0177,Wednesday,60,7,0.1167
ENHS_SYN_0178,Friday,60,8,0.1333
ENHS_SYN_0178,Monday,60,8,0.1333
ENHS_SYN_0178,Thursday,60,12,0.2
ENHS_SYN_0178,Tuesday,60,8,0.1333
ENHS_SYN_0178,Wednesday,60,3,0.05
ENHS_SYN_0179,Friday,59,12,0.2034
ENHS_SYN_0179,Monday,60,11,0.1833
ENHS_SYN_0179,Thursday,60,4,0.0667
ENHS_SYN_0179,Tuesday,60,6,0.1
ENHS_SYN_0179,Wednesday,60,8,0.1333
ENHS_SYN_0180,Friday,59,9,0.1525
ENHS_SYN_0180,Monday,60,4,0.0667
ENHS_SYN_0180,Thursday,60,7,0.1167
ENHS_SYN_0180,Tuesday,59,12,0.2034
ENHS_SYN_0180,Wednesday,60,10,0.1667
ENHS_SYN_0181,Friday,60,4,0.0667
ENHS_SYN_0181,Monday,60,2,0.0333
ENHS_SYN_0181,Thursday,60,2,0.0333
ENHS_SYN_0181,Tuesday,60,2,0.0333
ENHS_SYN_0181,Wednesday,59,0,0.0
ENHS_SYN_0182,Friday,60,16,0.2667
ENHS_SYN_0182,Monday,60,14,0.2333
ENHS_SYN_0182,Thursday,60,12,0.2
ENHS_SYN_0182,Tuesday,60,13,0.2167
ENHS_SYN_0182,Wednesday,60,15,0.25
ENHS_SYN_0183,Friday,60,7,0.1167
ENHS_SYN_0183,Monday,60,3,0.05
ENHS_SYN_0183,Thursday,60,1,0.0167
ENHS_SYN_0183,Tuesday,60,2,0.0333
ENHS_SYN_0183,Wednesday,60,3,0.05
ENHS_SYN_0184,Friday,60,17,0.2833
ENHS_SYN_0184,Monday,60,16,0.2667
ENHS_SYN_0184,Thursday,60,14,0.2333
ENHS_SYN_0184,Tuesday,60,15,0.25
ENHS_SYN_0184,Wednesday,60,20,0.3333
ENHS_SYN_0185,Friday,60,15,0.25
ENHS_SYN_0185,Monday,60,12,0.2
ENHS_SYN_0185,Thursday,60,13,0.2167
ENHS_SYN_0185,Tuesday,60,8,0.1333
ENHS_SYN_0185,Wednesday,59,15,0.2542
ENHS_SYN_0186,Friday,60,9,0.15
ENHS_SYN_0186,Monday,60,12,0.2
ENHS_SYN_0186,Thursday,60,9,0.15
ENHS_SYN_0186,Tuesday,60,11,0.1833
ENHS_SYN_0186,Wednesday,60,11,0.1833
ENHS_SYN_0187,Friday,60,2,0.0333
ENHS_SYN_0187,Monday,60,3,0.05
ENHS_SYN_0187,Thursday,60,7,0.1167
ENHS_SYN_0187,Tuesday,60,3,0.05
ENHS_SYN_0187,Wednesday,60,3,0.05
ENHS_SYN_0188,Friday,60,8,0.1333
ENHS_SYN_0188,Monday,60,3,0.05
ENHS_SYN_0188,Thursday,60,7,0.1167
ENHS_SYN_0188,Tuesday,60,10,0.1667
ENHS_SYN_0188,Wednesday,60,6,0.1
ENHS_SYN_0189,Friday,60,17,0.2833
ENHS_SYN_0189,Monday,60,13,0.2167
ENHS_SYN_0189,Thursday,60,17,0.2833
ENHS_SYN_0189,Tuesday,60,14,0.2333
ENHS_SYN_0189,Wednesday,60,16,0.2667
ENHS_SYN_0190,Friday,60,19,0.3167
ENHS_SYN_0190,Monday,60,10,0.1667
ENHS_SYN_0190,Thursday,60,14,0.2333
ENHS_SYN_0190,Tuesday,60,12,0.2
ENHS_SYN_0190,Wednesday,60,12,0.2
ENHS_SYN_0191,Friday,60,4,0.0667
ENHS_SYN_0191,Monday,59,2,0.0339
ENHS_SYN_0191,Thursday,60,0,0.0
ENHS_SYN_0191,Tuesday,60,1,0.0167
ENHS_SYN_0191,Wednesday,60,3,0.05
ENHS_SYN_0192,Friday,60,4,0.0667
ENHS_SYN_0192,Monday,60,5,0.0833
ENHS_SYN_0192,Thursday,59,5,0.0847
ENHS_SYN_0192,Tuesday,60,6,0.1
ENHS_SYN_0192,Wednesday,60,5,0.0833
ENHS_SYN_0193,Friday,60,5,0.0833
ENHS_SYN_0193,Monday,60,8,0.1333
ENHS_SYN_0193,Thursday,60,5,0.0833
ENHS_SYN_0193,Tuesday,60,6,0.1
ENHS_SYN_0193,Wednesday,60,11,0.1833
ENHS_SYN_0194,Friday,60,10,0.1667
ENHS_SYN_0194,Monday,60,2,0.0333
ENHS_SYN_0194,Thursday,60,6,0.1
ENHS_SYN_0194,Tuesday,60,2,0.0333
ENHS_SYN_0194,Wednesday,60,5,0.0833
ENHS_SYN_0195,Friday,60,17,0.2833
ENHS_SYN_0195,Monday,60,9,0.15
ENHS_SYN_0195,Thursday,60,12,0.2
ENHS_SYN_0195,Tuesday,60,9,0.15
ENHS_SYN_0195,Wednesday,59,8,0.1356
ENHS_SYN_0196,Friday,60,9,0.15
ENHS_SYN_0196,Monday,60,5,0.0833
ENHS_SYN_0196,Thursday,60,7,0.1167
ENHS_SYN_0196,Tuesday,60,6,0.1
ENHS_SYN_0196,Wednesday,60,5,0.0833
ENHS_SYN_0197,Friday,60,7,0.1167
ENHS_SYN_0197,Monday,60,4,0.0667
ENHS_SYN_0197,Thursday,60,2,0.0333
ENHS_SYN_0197,Tuesday,60,5,0.0833
ENHS_SYN_0197,Wednesday,60,5,0.0833
ENHS_SYN_0198,Friday,60,8,0.1333
ENHS_SYN_0198,Monday,60,10,0.1667
ENHS_SYN_0198,Thursday,60,14,0.2333
ENHS_SYN_0198,Tuesday,60,11,0.1833
ENHS_SYN_0198,Wednesday,60,10,0.1667
ENHS_SYN_0199,Friday,60,6,0.1
ENHS_SYN_0199,Monday,60,5,0.0833
ENHS_SYN_0199,Thursday,60,3,0.05
ENHS_SYN_0199,Tuesday,60,3,0.05
ENHS_SYN_0199,Wednesday,60,3,0.05
ENHS_SYN_0200,Friday,60,9,0.15
ENHS_SYN_0200,Monday,60,11,0.1833
ENHS_SYN_0200,Thursday,60,5,0.0833
ENHS_SYN_0200,Tuesday,60,4,0.0667
ENHS_SYN_0200,Wednesday,60,9,0.15
ENHS_SYN_0201,Friday,60,7,0.1167
ENHS_SYN_0201,Monday,60,5,0.0833
ENHS_SYN_0201,Thursday,60,3,0.05
ENHS_SYN_0201,Tuesday,60,5,0.0833
ENHS_SYN_0201,Wednesday,60,6,0.1
ENHS_SYN_0202,Friday,60,6,0.1
ENHS_SYN_0202,Monday,60,4,0.0667
ENHS_SYN_0202,Thursday,59,5,0.0847
ENHS_SYN_0202,Tuesday,60,1,0.0167
ENHS_SYN_0202,Wednesday,59,0,0.0
ENHS_SYN_0203,Friday,60,5,0.0833
ENHS_SYN_0203,Monday,60,2,0.0333
ENHS_SYN_0203,Thursday,60,2,0.0333
ENHS_SYN_0203,Tuesday,60,0,0.0
ENHS_SYN_0203,Wednesday,60,1,0.0167
ENHS_SYN_0204,Friday,60,14,0.2333
ENHS_SYN_0204,Monday,60,22,0.3667
ENHS_SYN_0204,Thursday,60,18,0.3
ENHS_SYN_0204,Tuesday,60,11,0.1833
ENHS_SYN_0204,Wednesday,60,14,0.2333
ENHS_SYN_0205,Friday,60,7,0.1167
ENHS_SYN_0205,Monday,60,12,0.2
ENHS_SYN_0205,Thursday,60,5,0.0833
ENHS_SYN_0205,Tuesday,60,5,0.0833
ENHS_SYN_0205,Wednesday,60,2,0.0333
ENHS_SYN_0206,Friday,59,9,0.1525
ENHS_SYN_0206,Monday,60,11,0.1833
ENHS_SYN_0206,Thursday,60,9,0.15
ENHS_SYN_0206,Tuesday,60,13,0.2167
ENHS_SYN_0206,Wednesday,60,10,0.1667
ENHS_SYN_0207,Friday,60,14,0.2333
ENHS_SYN_0207,Monday,59,12,0.2034
ENHS_SYN_0207,Thursday,60,9,0.15
ENHS_SYN_0207,Tuesday,59,7,0.1186
ENHS_SYN_0207,Wednesday,60,6,0.1
ENHS_SYN_0208,Friday,60,18,0.3
ENHS_SYN_0208,Monday,60,15,0.25
ENHS_SYN_0208,Thursday,60,22,0.3667
ENHS_SYN_0208,Tuesday,60,19,0.3167
ENHS_SYN_0208,Wednesday,60,16,0.2667
ENHS_SYN_0209,Friday,60,8,0.1333
ENHS_SYN_0209,Monday,60,10,0.1667
ENHS_SYN_0209,Thursday,60,2,0.0333
ENHS_SYN_0209,Tuesday,60,5,0.0833
ENHS_SYN_0209,Wednesday,60,8,0.1333
ENHS_SYN_0210,Friday,60,2,0.0333
ENHS_SYN_0210,Monday,60,4,0.0667
ENHS_SYN_0210,Thursday,60,4,0.0667
ENHS_SYN_0210,Tuesday,60,2,0.0333
ENHS_SYN_0210,Wednesday,60,7,0.1167
ENHS_SYN_0211,Friday,60,2,0.0333
ENHS_SYN_0211,Monday,60,0,0.0
ENHS_SYN_0211,Thursday,60,2,0.0333
ENHS_SYN_0211,Tuesday,60,5,0.0833
ENHS_SYN_0211,Wednesday,60,2,0.0333
ENHS_SYN_0212,Friday,60,15,0.25
ENHS_SYN_0212,Monday,60,15,0.25
ENHS_SYN_0212,Thursday,60,13,0.2167
ENHS_SYN_0212,Tuesday,60,13,0.2167
ENHS_SYN_0212,Wednesday,60,12,0.2
ENHS_SYN_0213,Friday,60,8,0.1333
ENHS_SYN_0213,Monday,60,6,0.1
ENHS_SYN_0213,Thursday,60,8,0.1333
ENHS_SYN_0213,Tuesday,60,13,0.2167
ENHS_SYN_0213,Wednesday,59,10,0.1695
ENHS_SYN_0214,Friday,59,17,0.2881
ENHS_SYN_0214,Monday,60,18,0.3
ENHS_SYN_0214,Thursday,60,15,0.25
ENHS_SYN_0214,Tuesday,60,21,0.35
ENHS_SYN_0214,Wednesday,60,17,0.2833
ENHS_SYN_0215,Friday,59,1,0.0169
ENHS_SYN_0215,Monday,60,3,0.05
ENHS_SYN_0215,Thursday,60,0,0.0
ENHS_SYN_0215,Tuesday,59,0,0.0
ENHS_SYN_0215,Wednesday,60,0,0.0
ENHS_SYN_0216,Friday,59,4,0.0678
ENHS_SYN_0216,Monday,60,3,0.05
ENHS_SYN_0216,Thursday,60,2,0.0333
ENHS_SYN_0216,Tuesday,60,4,0.0667
ENHS_SYN_0216,Wednesday,60,3,0.05
ENHS_SYN_0217,Friday,60,13,0.2167
ENHS_SYN_0217,Monday,60,17,0.2833
ENHS_SYN_0217,Thursday,60,11,0.1833
ENHS_SYN_0217,Tuesday,60,18,0.3
