Student_ID,Grade_Level,Section,Week,Total_Sessions,Present_Count,Absence_Count,Attendance_Rate,Has_Absence
ENHS_SYN_0143,Grade 7,Section C,2026-08-17,25,22,3,0.88,1
ENHS_SYN_0143,Grade 7,Section C,2026-08-24,25,15,10,0.6,1
ENHS_SYN_0143,Grade 7,Section C,2026-08-31,25,24,1,0.96,1
ENHS_SYN_0143,Grade 7,Section C,2026-09-07,25,21,4,0.84,1
ENHS_SYN_0143,Grade 7,Section C,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0143,Grade 7,Section C,2026-09-21,24,23,1,0.9583,1
ENHS_SYN_0143,Grade 7,Section C,2026-09-28,25,22,3,0.88,1
ENHS_SYN_0143,Grade 7,Section C,2026-10-05,24,20,4,0.8333,1
ENHS_SYN_0143,Grade 7,Section C,2026-10-12,25,22,3,0.88,1
ENHS_SYN_0143,Grade 7,Section C,2026-10-19,25,19,6,0.76,1
ENHS_SYN_0144,Grade 7,Section C,2026-08-03,25,20,5,0.8,1
ENHS_SYN_0144,Grade 7,Section C,2026-08-10,25,21,4,0.84,1
ENHS_SYN_0144,Grade 7,Section C,2026-08-17,25,23,2,0.92,1
ENHS_SYN_0144,Grade 7,Section C,2026-08-24,25,19,6,0.76,1
ENHS_SYN_0144,Grade 7,Section C,2026-08-31,25,20,5,0.8,1
ENHS_SYN_0144,Grade 7,Section C,2026-09-07,25,22,3,0.88,1
ENHS_SYN_0144,Grade 7,Section C,2026-09-14,25,21,4,0.84,1
ENHS_SYN_0144,Grade 7,Section C,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0144,Grade 7,Section C,2026-09-28,25,22,3,0.88,1
ENHS_SYN_0144,Grade 7,Section C,2026-10-05,24,19,5,0.7917,1
ENHS_SYN_0144,Grade 7,Section C,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0144,Grade 7,Section C,2026-10-19,25,17,8,0.68,1
ENHS_SYN_0145,Grade 7,Section C,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0145,Grade 7,Section C,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0145,Grade 7,Section C,2026-08-17,25,25,0,1.0,0
ENHS_SYN_0145,Grade 7,Section C,2026-08-24,25,24,1,0.96,1
ENHS_SYN_0145,Grade 7,Section C,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0145,Grade 7,Section C,2026-09-07,25,21,4,0.84,1
ENHS_SYN_0145,Grade 7,Section C,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0145,Grade 7,Section C,2026-09-21,25,23,2,0.92,1
ENHS_SYN_0145,Grade 7,Section C,2026-09-28,25,23,2,0.92,1
ENHS_SYN_0145,Grade 7,Section C,2026-10-05,25,23,2,0.92,1
ENHS_SYN_0145,Grade 7,Section C,2026-10-12,25,25,0,1.0,0
ENHS_SYN_0145,Grade 7,Section C,2026-10-19,25,25,0,1.0,0
ENHS_SYN_0146,Grade 7,Section C,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0146,Grade 7,Section C,2026-08-10,25,23,2,0.92,1
ENHS_SYN_0146,Grade 7,Section C,2026-08-17,25,23,2,0.92,1
ENHS_SYN_0146,Grade 7,Section C,2026-08-24,24,24,0,1.0,0
ENHS_SYN_0146,Grade 7,Section C,2026-08-31,24,24,0,1.0,0
ENHS_SYN_0146,Grade 7,Section C,2026-09-07,25,24,1,0.96,1
ENHS_SYN_0146,Grade 7,Section C,2026-09-14,25,24,1,0.96,1
ENHS_SYN_0146,Grade 7,Section C,2026-09-21,25,24,1,0.96,1
ENHS_SYN_0146,Grade 7,Section C,2026-09-28,25,25,0,1.0,0
ENHS_SYN_0146,Grade 7,Section C,2026-10-05,25,24,1,0.96,1
ENHS_SYN_0146,Grade 7,Section C,2026-10-12,25,25,0,1.0,0
ENHS_SYN_0146,Grade 7,Section C,2026-10-19,25,23,2,0.92,1
ENHS_SYN_0147,Grade 7,Section C,2026-08-03,25,22,3,0.88,1
ENHS_SYN_0147,Grade 7,Section C,2026-08-10,25,22,3,0.88,1
ENHS_SYN_0147,Grade 7,Section C,2026-08-17,25,22,3,0.88,1
ENHS_SYN_0147,Grade 7,Section C,2026-08-24,25,22,3,0.88,1
ENHS_SYN_0147,Grade 7,Section C,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0147,Grade 7,Section C,2026-09-07,25,19,6,0.76,1
ENHS_SYN_0147,Grade 7,Section C,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0147,Grade 7,Section C,2026-09-21,25,20,5,0.8,1
ENHS_SYN_0147,Grade 7,Section C,2026-09-28,25,23,2,0.92,1
ENHS_SYN_0147,Grade 7,Section C,2026-10-05,25,20,5,0.8,1
ENHS_SYN_0147,Grade 7,Section C,2026-10-12,25,23,2,0.92,1
ENHS_SYN_0147,Grade 7,Section C,2026-10-19,25,22,3,0.88,1
ENHS_SYN_0148,Grade 7,Section C,2026-08-03,25,19,6,0.76,1
ENHS_SYN_0148,Grade 7,Section C,2026-08-10,25,22,3,0.88,1
ENHS_SYN_0148,Grade 7,Section C,2026-08-17,25,19,6,0.76,1
ENHS_SYN_0148,Grade 7,Section C,2026-08-24,25,22,3,0.88,1
ENHS_SYN_0148,Grade 7,Section C,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0148,Grade 7,Section C,2026-09-07,25,20,5,0.8,1
ENHS_SYN_0148,Grade 7,Section C,2026-09-14,25,19,6,0.76,1
ENHS_SYN_0148,Grade 7,Section C,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0148,Grade 7,Section C,2026-09-28,25,23,2,0.92,1
ENHS_SYN_0148,Grade 7,Section C,2026-10-05,25,20,5,0.8,1
ENHS_SYN_0148,Grade 7,Section C,2026-10-12,25,20,5,0.8,1
ENHS_SYN_0148,Grade 7,Section C,2026-10-19,25,17,8,0.68,1
ENHS_SYN_0149,Grade 7,Section C,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0149,Grade 7,Section C,2026-08-10,25,25,0,1.0,0
ENHS_SYN_0149,Grade 7,Section C,2026-08-17,25,24,1,0.96,1
ENHS_SYN_0149,Grade 7,Section C,2026-08-24,25,21,4,0.84,1
ENHS_SYN_0149,Grade 7,Section C,2026-08-31,25,24,1,0.96,1
ENHS_SYN_0149,Grade 7,Section C,2026-09-07,25,24,1,0.96,1
ENHS_SYN_0149,Grade 7,Section C,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0149,Grade 7,Section C,2026-09-21,25,23,2,0.92,1
ENHS_SYN_0149,Grade 7,Section C,2026-09-28,25,22,3,0.88,1
ENHS_SYN_0149,Grade 7,Section C,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0149,Grade 7,Section C,2026-10-12,24,20,4,0.8333,1
ENHS_SYN_0149,Grade 7,Section C,2026-10-19,24,21,3,0.875,1
ENHS_SYN_0150,Grade 7,Section C,2026-08-03,25,19,6,0.76,1
ENHS_SYN_0150,Grade 7,Section C,2026-08-10,25,20,5,0.8,1
ENHS_SYN_0150,Grade 7,Section C,2026-08-17,25,18,7,0.72,1
ENHS_SYN_0150,Grade 7,Section C,2026-08-24,25,16,9,0.64,1
ENHS_SYN_0150,Grade 7,Section C,2026-08-31,25,17,8,0.68,1
ENHS_SYN_0150,Grade 7,Section C,2026-09-07,25,18,7,0.72,1
ENHS_SYN_0150,Grade 7,Section C,2026-09-14,25,20,5,0.8,1
ENHS_SYN_0150,Grade 7,Section C,2026-09-21,25,16,9,0.64,1
ENHS_SYN_0150,Grade 7,Section C,2026-09-28,25,18,7,0.72,1
ENHS_SYN_0150,Grade 7,Section C,2026-10-05,25,18,7,0.72,1
ENHS_SYN_0150,Grade 7,Section C,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0150,Grade 7,Section C,2026-10-19,25,20,5,0.8,1
ENHS_SYN_0151,Grade 8,Section A,2026-08-03,24,18,6,0.75,1
ENHS_SYN_0151,Grade 8,Section A,2026-08-10,25,19,6,0.76,1
ENHS_SYN_0151,Grade 8,Section A,2026-08-17,25,21,4,0.84,1
ENHS_SYN_0151,Grade 8,Section A,2026-08-24,25,20,5,0.8,1
ENHS_SYN_0151,Grade 8,Section A,2026-08-31,25,20,5,0.8,1
ENHS_SYN_0151,Grade 8,Section A,2026-09-07,25,20,5,0.8,1
ENHS_SYN_0151,Grade 8,Section A,2026-09-14,25,24,1,0.96,1
ENHS_SYN_0151,Grade 8,Section A,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0151,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0151,Grade 8,Section A,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0151,Grade 8,Section A,2026-10-12,25,22,3,0.88,1
ENHS_SYN_0151,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0152,Grade 8,Section A,2026-08-03,25,22,3,0.88,1
ENHS_SYN_0152,Grade 8,Section A,2026-08-10,25,23,2,0.92,1
ENHS_SYN_0152,Grade 8,Section A,2026-08-17,25,22,3,0.88,1
ENHS_SYN_0152,Grade 8,Section A,2026-08-24,25,20,5,0.8,1
ENHS_SYN_0152,Grade 8,Section A,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0152,Grade 8,Section A,2026-09-07,25,22,3,0.88,1
ENHS_SYN_0152,Grade 8,Section A,2026-09-14,25,21,4,0.84,1
ENHS_SYN_0152,Grade 8,Section A,2026-09-21,25,20,5,0.8,1
ENHS_SYN_0152,Grade 8,Section A,2026-09-28,25,20,5,0.8,1
ENHS_SYN_0152,Grade 8,Section A,2026-10-05,25,19,6,0.76,1
ENHS_SYN_0152,Grade 8,Section A,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0152,Grade 8,Section A,2026-10-19,25,15,10,0.6,1
ENHS_SYN_0153,Grade 8,Section A,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0153,Grade 8,Section A,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0153,Grade 8,Section A,2026-08-17,25,24,1,0.96,1
ENHS_SYN_0153,Grade 8,Section A,2026-08-24,25,23,2,0.92,1
ENHS_SYN_0153,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0153,Grade 8,Section A,2026-09-07,25,21,4,0.84,1
ENHS_SYN_0153,Grade 8,Section A,2026-09-14,25,20,5,0.8,1
ENHS_SYN_0153,Grade 8,Section A,2026-09-21,25,21,4,0.84,1
ENHS_SYN_0153,Grade 8,Section A,2026-09-28,25,25,0,1.0,0
ENHS_SYN_0153,Grade 8,Section A,2026-10-05,25,20,5,0.8,1
ENHS_SYN_0153,Grade 8,Section A,2026-10-12,25,24,1,0.96,1
ENHS_SYN_0153,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0154,Grade 8,Section A,2026-08-03,25,19,6,0.76,1
ENHS_SYN_0154,Grade 8,Section A,2026-08-10,25,23,2,0.92,1
ENHS_SYN_0154,Grade 8,Section A,2026-08-17,25,23,2,0.92,1
ENHS_SYN_0154,Grade 8,Section A,2026-08-24,25,23,2,0.92,1
ENHS_SYN_0154,Grade 8,Section A,2026-08-31,25,20,5,0.8,1
ENHS_SYN_0154,Grade 8,Section A,2026-09-07,25,15,10,0.6,1
ENHS_SYN_0154,Grade 8,Section A,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0154,Grade 8,Section A,2026-09-21,25,21,4,0.84,1
ENHS_SYN_0154,Grade 8,Section A,2026-09-28,25,18,7,0.72,1
ENHS_SYN_0154,Grade 8,Section A,2026-10-05,25,20,5,0.8,1
ENHS_SYN_0154,Grade 8,Section A,2026-10-12,25,23,2,0.92,1
ENHS_SYN_0154,Grade 8,Section A,2026-10-19,25,19,6,0.76,1
ENHS_SYN_0155,Grade 8,Section A,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0155,Grade 8,Section A,2026-08-10,25,17,8,0.68,1
ENHS_SYN_0155,Grade 8,Section A,2026-08-17,25,19,6,0.76,1
ENHS_SYN_0155,Grade 8,Section A,2026-08-24,25,19,6,0.76,1
ENHS_SYN_0155,Grade 8,Section A,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0155,Grade 8,Section A,2026-09-07,25,23,2,0.92,1
ENHS_SYN_0155,Grade 8,Section A,2026-09-14,25,22,3,0.88,1
ENHS_SYN_0155,Grade 8,Section A,2026-09-21,25,23,2,0.92,1
ENHS_SYN_0155,Grade 8,Section A,2026-09-28,25,20,5,0.8,1
ENHS_SYN_0155,Grade 8,Section A,2026-10-05,25,20,5,0.8,1
ENHS_SYN_0155,Grade 8,Section A,2026-10-12,25,20,5,0.8,1
ENHS_SYN_0155,Grade 8,Section A,2026-10-19,25,20,5,0.8,1
ENHS_SYN_0156,Grade 8,Section A,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0156,Grade 8,Section A,2026-08-10,24,21,3,0.875,1
ENHS_SYN_0156,Grade 8,Section A,2026-08-17,24,23,1,0.9583,1
ENHS_SYN_0156,Grade 8,Section A,2026-08-24,25,24,1,0.96,1
ENHS_SYN_0156,Grade 8,Section A,2026-08-31,25,24,1,0.96,1
ENHS_SYN_0156,Grade 8,Section A,2026-09-07,25,23,2,0.92,1
ENHS_SYN_0156,Grade 8,Section A,2026-09-14,24,24,0,1.0,0
ENHS_SYN_0156,Grade 8,Section A,2026-09-21,25,21,4,0.84,1
ENHS_SYN_0156,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0156,Grade 8,Section A,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0156,Grade 8,Section A,2026-10-12,25,23,2,0.92,1
ENHS_SYN_0156,Grade 8,Section A,2026-10-19,25,22,3,0.88,1
ENHS_SYN_0157,Grade 8,Section A,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0157,Grade 8,Section A,2026-08-10,25,25,0,1.0,0
ENHS_SYN_0157,Grade 8,Section A,2026-08-17,24,21,3,0.875,1
ENHS_SYN_0157,Grade 8,Section A,2026-08-24,25,21,4,0.84,1
ENHS_SYN_0157,Grade 8,Section A,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0157,Grade 8,Section A,2026-09-07,25,24,1,0.96,1
ENHS_SYN_0157,Grade 8,Section A,2026-09-14,25,24,1,0.96,1
ENHS_SYN_0157,Grade 8,Section A,2026-09-21,25,24,1,0.96,1
ENHS_SYN_0157,Grade 8,Section A,2026-09-28,25,22,3,0.88,1
ENHS_SYN_0157,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0157,Grade 8,Section A,2026-10-12,25,25,0,1.0,0
ENHS_SYN_0157,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0158,Grade 8,Section A,2026-08-03,25,25,0,1.0,0
ENHS_SYN_0158,Grade 8,Section A,2026-08-10,25,22,3,0.88,1
ENHS_SYN_0158,Grade 8,Section A,2026-08-17,25,20,5,0.8,1
ENHS_SYN_0158,Grade 8,Section A,2026-08-24,25,21,4,0.84,1
ENHS_SYN_0158,Grade 8,Section A,2026-08-31,25,22,3,0.88,1
ENHS_SYN_0158,Grade 8,Section A,2026-09-07,25,22,3,0.88,1
ENHS_SYN_0158,Grade 8,Section A,2026-09-14,25,21,4,0.84,1
ENHS_SYN_0158,Grade 8,Section A,2026-09-21,25,24,1,0.96,1
ENHS_SYN_0158,Grade 8,Section A,2026-09-28,24,22,2,0.9167,1
ENHS_SYN_0158,Grade 8,Section A,2026-10-05,25,23,2,0.92,1
ENHS_SYN_0158,Grade 8,Section A,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0158,Grade 8,Section A,2026-10-19,25,19,6,0.76,1
ENHS_SYN_0159,Grade 8,Section A,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0159,Grade 8,Section A,2026-08-10,25,20,5,0.8,1
ENHS_SYN_0159,Grade 8,Section A,2026-08-17,25,20,5,0.8,1
ENHS_SYN_0159,Grade 8,Section A,2026-08-24,25,24,1,0.96,1
ENHS_SYN_0159,Grade 8,Section A,2026-08-31,25,24,1,0.96,1
ENHS_SYN_0159,Grade 8,Section A,2026-09-07,25,24,1,0.96,1
ENHS_SYN_0159,Grade 8,Section A,2026-09-14,25,22,3,0.88,1
ENHS_SYN_0159,Grade 8,Section A,2026-09-21,25,25,0,1.0,0
ENHS_SYN_0159,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0159,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0159,Grade 8,Section A,2026-10-12,25,20,5,0.8,1
ENHS_SYN_0159,Grade 8,Section A,2026-10-19,25,23,2,0.92,1
ENHS_SYN_0160,Grade 8,Section A,2026-08-03,25,21,4,0.84,1
ENHS_SYN_0160,Grade 8,Section A,2026-08-10,25,22,3,0.88,1
ENHS_SYN_0160,Grade 8,Section A,2026-08-17,25,21,4,0.84,1
ENHS_SYN_0160,Grade 8,Section A,2026-08-24,25,18,7,0.72,1
ENHS_SYN_0160,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0160,Grade 8,Section A,2026-09-07,25,20,5,0.8,1
ENHS_SYN_0160,Grade 8,Section A,2026-09-14,25,19,6,0.76,1
ENHS_SYN_0160,Grade 8,Section A,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0160,Grade 8,Section A,2026-09-28,25,21,4,0.84,1
ENHS_SYN_0160,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0160,Grade 8,Section A,2026-10-12,25,19,6,0.76,1
ENHS_SYN_0160,Grade 8,Section A,2026-10-19,25,21,4,0.84,1
ENHS_SYN_0161,Grade 8,Section A,2026-08-03,24,23,1,0.9583,1
ENHS_SYN_0161,Grade 8,Section A,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-08-17,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-08-24,25,25,0,1.0,0
ENHS_SYN_0161,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0161,Grade 8,Section A,2026-09-07,25,25,0,1.0,0
ENHS_SYN_0161,Grade 8,Section A,2026-09-14,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-09-21,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-10-05,25,23,2,0.92,1
ENHS_SYN_0161,Grade 8,Section A,2026-10-12,25,24,1,0.96,1
ENHS_SYN_0161,Grade 8,Section A,2026-10-19,25,22,3,0.88,1
ENHS_SYN_0162,Grade 8,Section A,2026-08-03,25,16,9,0.64,1
ENHS_SYN_0162,Grade 8,Section A,2026-08-10,25,19,6,0.76,1
ENHS_SYN_0162,Grade 8,Section A,2026-08-17,25,19,6,0.76,1
ENHS_SYN_0162,Grade 8,Section A,2026-08-24,25,18,7,0.72,1
ENHS_SYN_0162,Grade 8,Section A,2026-08-31,25,20,5,0.8,1
ENHS_SYN_0162,Grade 8,Section A,2026-09-07,25,14,11,0.56,1
ENHS_SYN_0162,Grade 8,Section A,2026-09-14,25,18,7,0.72,1
ENHS_SYN_0162,Grade 8,Section A,2026-09-21,25,13,12,0.52,1
ENHS_SYN_0162,Grade 8,Section A,2026-09-28,25,20,5,0.8,1
ENHS_SYN_0162,Grade 8,Section A,2026-10-05,25,15,10,0.6,1
ENHS_SYN_0162,Grade 8,Section A,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0162,Grade 8,Section A,2026-10-19,25,20,5,0.8,1
ENHS_SYN_0163,Grade 8,Section A,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0163,Grade 8,Section A,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0163,Grade 8,Section A,2026-08-17,25,23,2,0.92,1
ENHS_SYN_0163,Grade 8,Section A,2026-08-24,25,24,1,0.96,1
ENHS_SYN_0163,Grade 8,Section A,2026-08-31,25,25,0,1.0,0
ENHS_SYN_0163,Grade 8,Section A,2026-09-07,25,21,4,0.84,1
ENHS_SYN_0163,Grade 8,Section A,2026-09-14,25,25,0,1.0,0
ENHS_SYN_0163,Grade 8,Section A,2026-09-21,25,19,6,0.76,1
ENHS_SYN_0163,Grade 8,Section A,2026-09-28,25,25,0,1.0,0
ENHS_SYN_0163,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0163,Grade 8,Section A,2026-10-12,25,19,6,0.76,1
ENHS_SYN_0163,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0164,Grade 8,Section A,2026-08-03,25,24,1,0.96,1
ENHS_SYN_0164,Grade 8,Section A,2026-08-10,25,23,2,0.92,1
ENHS_SYN_0164,Grade 8,Section A,2026-08-17,25,25,0,1.0,0
ENHS_SYN_0164,Grade 8,Section A,2026-08-24,25,25,0,1.0,0
ENHS_SYN_0164,Grade 8,Section A,2026-08-31,25,24,1,0.96,1
ENHS_SYN_0164,Grade 8,Section A,2026-09-07,25,25,0,1.0,0
ENHS_SYN_0164,Grade 8,Section A,2026-09-14,25,23,2,0.92,1
ENHS_SYN_0164,Grade 8,Section A,2026-09-21,25,25,0,1.0,0
ENHS_SYN_0164,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0164,Grade 8,Section A,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0164,Grade 8,Section A,2026-10-12,25,21,4,0.84,1
ENHS_SYN_0164,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0165,Grade 8,Section A,2026-08-03,25,19,6,0.76,1
ENHS_SYN_0165,Grade 8,Section A,2026-08-10,25,20,5,0.8,1
ENHS_SYN_0165,Grade 8,Section A,2026-08-17,25,24,1,0.96,1
ENHS_SYN_0165,Grade 8,Section A,2026-08-24,25,21,4,0.84,1
ENHS_SYN_0165,Grade 8,Section A,2026-08-31,25,21,4,0.84,1
ENHS_SYN_0165,Grade 8,Section A,2026-09-07,25,20,5,0.8,1
ENHS_SYN_0165,Grade 8,Section A,2026-09-14,25,19,6,0.76,1
ENHS_SYN_0165,Grade 8,Section A,2026-09-21,25,18,7,0.72,1
ENHS_SYN_0165,Grade 8,Section A,2026-09-28,25,18,7,0.72,1
ENHS_SYN_0165,Grade 8,Section A,2026-10-05,25,18,7,0.72,1
ENHS_SYN_0165,Grade 8,Section A,2026-10-12,25,20,5,0.8,1
ENHS_SYN_0165,Grade 8,Section A,2026-10-19,25,20,5,0.8,1
ENHS_SYN_0166,Grade 8,Section A,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0166,Grade 8,Section A,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0166,Grade 8,Section A,2026-08-17,25,23,2,0.92,1
ENHS_SYN_0166,Grade 8,Section A,2026-08-24,25,24,1,0.96,1
ENHS_SYN_0166,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0166,Grade 8,Section A,2026-09-07,25,23,2,0.92,1
ENHS_SYN_0166,Grade 8,Section A,2026-09-14,25,22,3,0.88,1
ENHS_SYN_0166,Grade 8,Section A,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0166,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0166,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0166,Grade 8,Section A,2026-10-12,25,25,0,1.0,0
ENHS_SYN_0166,Grade 8,Section A,2026-10-19,25,21,4,0.84,1
ENHS_SYN_0167,Grade 8,Section A,2026-08-03,25,23,2,0.92,1
ENHS_SYN_0167,Grade 8,Section A,2026-08-10,25,22,3,0.88,1
ENHS_SYN_0167,Grade 8,Section A,2026-08-17,25,24,1,0.96,1
ENHS_SYN_0167,Grade 8,Section A,2026-08-24,25,22,3,0.88,1
ENHS_SYN_0167,Grade 8,Section A,2026-08-31,25,25,0,1.0,0
ENHS_SYN_0167,Grade 8,Section A,2026-09-07,25,24,1,0.96,1
ENHS_SYN_0167,Grade 8,Section A,2026-09-14,25,22,3,0.88,1
ENHS_SYN_0167,Grade 8,Section A,2026-09-21,25,25,0,1.0,0
ENHS_SYN_0167,Grade 8,Section A,2026-09-28,24,20,4,0.8333,1
ENHS_SYN_0167,Grade 8,Section A,2026-10-05,25,22,3,0.88,1
ENHS_SYN_0167,Grade 8,Section A,2026-10-12,25,23,2,0.92,1
ENHS_SYN_0167,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0168,Grade 8,Section A,2026-08-03,25,17,8,0.68,1
ENHS_SYN_0168,Grade 8,Section A,2026-08-10,25,21,4,0.84,1
ENHS_SYN_0168,Grade 8,Section A,2026-08-17,25,22,3,0.88,1
ENHS_SYN_0168,Grade 8,Section A,2026-08-24,25,18,7,0.72,1
ENHS_SYN_0168,Grade 8,Section A,2026-08-31,24,16,8,0.6667,1
ENHS_SYN_0168,Grade 8,Section A,2026-09-07,24,18,6,0.75,1
ENHS_SYN_0168,Grade 8,Section A,2026-09-14,25,17,8,0.68,1
ENHS_SYN_0168,Grade 8,Section A,2026-09-21,25,16,9,0.64,1
ENHS_SYN_0168,Grade 8,Section A,2026-09-28,25,15,10,0.6,1
ENHS_SYN_0168,Grade 8,Section A,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0168,Grade 8,Section A,2026-10-12,25,18,7,0.72,1
ENHS_SYN_0168,Grade 8,Section A,2026-10-19,25,24,1,0.96,1
ENHS_SYN_0169,Grade 8,Section A,2026-08-03,25,21,4,0.84,1
ENHS_SYN_0169,Grade 8,Section A,2026-08-10,25,20,5,0.8,1
ENHS_SYN_0169,Grade 8,Section A,2026-08-17,24,20,4,0.8333,1
ENHS_SYN_0169,Grade 8,Section A,2026-08-24,25,18,7,0.72,1
ENHS_SYN_0169,Grade 8,Section A,2026-08-31,25,18,7,0.72,1
ENHS_SYN_0169,Grade 8,Section A,2026-09-07,25,22,3,0.88,1
ENHS_SYN_0169,Grade 8,Section A,2026-09-14,25,20,5,0.8,1
ENHS_SYN_0169,Grade 8,Section A,2026-09-21,25,21,4,0.84,1
ENHS_SYN_0169,Grade 8,Section A,2026-09-28,25,23,2,0.92,1
ENHS_SYN_0169,Grade 8,Section A,2026-10-05,25,21,4,0.84,1
ENHS_SYN_0169,Grade 8,Section A,2026-10-12,25,23,2,0.92,1
ENHS_SYN_0169,Grade 8,Section A,2026-10-19,25,21,4,0.84,1
ENHS_SYN_0170,Grade 8,Section A,2026-08-03,24,23,1,0.9583,1
ENHS_SYN_0170,Grade 8,Section A,2026-08-10,25,24,1,0.96,1
ENHS_SYN_0170,Grade 8,Section A,2026-08-17,25,25,0,1.0,0
ENHS_SYN_0170,Grade 8,Section A,2026-08-24,25,23,2,0.92,1
ENHS_SYN_0170,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
ENHS_SYN_0170,Grade 8,Section A,2026-09-07,25,21,4,0.84,1
ENHS_SYN_0170,Grade 8,Section A,2026-09-14,25,24,1,0.96,1
ENHS_SYN_0170,Grade 8,Section A,2026-09-21,25,22,3,0.88,1
ENHS_SYN_0170,Grade 8,Section A,2026-09-28,25,24,1,0.96,1
ENHS_SYN_0170,Grade 8,Section A,2026-10-05,24,22,2,0.9167,1
ENHS_SYN_0170,Grade 8,Section A,2026-10-12,25,25,0,1.0,0
ENHS_SYN_0170,Grade 8,Section A,2026-10-19,25,25,0,1.0,0
ENHS_SYN_0171,Grade 8,Section A,2026-08-03,25,22,3,0.88,1
ENHS_SYN_0171,Grade 8,Section A,2026-08-10,25,21,4,0.84,1
ENHS_SYN_0171,Grade 8,Section A,2026-08-17,25,20,5,0.8,1
ENHS_SYN_0171,Grade 8,Section A,2026-08-24,25,22,3,0.88,1
ENHS_SYN_0171,Grade 8,Section A,2026-08-31,25,23,2,0.92,1
