Student_ID,Grade_Level,Section,Subject,Date,Time,Attendance_Status,Original_Row,Rejection_Reason
ENHS_SYN_0569,Grade 10,Section C,Subject B,,08:30,Absent,170648,Missing Date
ENHS_SYN_0570,Grade 10,Section C,Subject B,2026-08-28,08:30,,170798,Missing Attendance_Status
ENHS_SYN_0573,Grade 10,Section C,Subject A,31-31-2026,07:30,Absent,171727,Invalid Date
ENHS_SYN_0574,Grade 10,Section C,Subject C,,09:30,Present,171974,Missing Date
ENHS_SYN_0574,Grade 10,Section C,Subject C,not-a-date,09:30,Present,172159,Invalid Date
ENHS_SYN_0576,Grade 10,Section C,Subject C,not-a-date,09:30,Absent,172634,Invalid Date
ENHS_SYN_0581,Grade 10,Section C,Subject C,not-a-date,09:30,Present,174264,Invalid Date
ENHS_SYN_0583,Grade 10,Section C,Subject C,2026-13-40,09:30,Absent,174684,Invalid Date
ENHS_SYN_0585,Grade 10,Section C,Subject C,,09:30,Present,175234,Missing Date
,Grade 10,Section C,Subject C,2026-09-16,09:30,Present,175364,Missing Student_ID
ENHS_SYN_0590,Grade 10,Section C,Subject A,2026-13-40,07:30,Present,176767,Invalid Date
ENHS_SYN_0595,Grade 10,Section C,Subject A,2026-08-10,7.30 AM,Present,178227,Invalid Time
ENHS_SYN_0596,Grade 10,Section C,Subject C,2026-10-01,99:00,Present,178719,Invalid Time
ENHS_SYN_0596,Grade 10,Section C,Subject E,2026-13-40,13:00,Present,178771,Invalid Date
ENHS_SYN_0158,Grade 8,Section A,Subject C,2026-08-21,09:30,Present,180002,Duplicate attendance record
ENHS_SYN_0372,Grade 9,Section B,Subject E,2026-08-14,13:00,Present,180003,Duplicate attendance record
ENHS_SYN_0265,Grade 8,Section C,Subject D,2026-09-14,10:30,Present,180004,Duplicate attendance record
ENHS_SYN_0431,Grade 9,Section C,Subject D,2026-09-15,10:30,Present,180005,Duplicate attendance record
ENHS_SYN_0513,Grade 10,Section B,Subject E,2026-09-17,13:00,Present,180006,Duplicate attendance record
ENHS_SYN_0102,Grade 7,Section C,Subject A,2026-08-25,07:30,Present,180007,Duplicate attendance record
ENHS_SYN_0477,Grade 10,Section A,Subject E,2026-08-26,13:00,Absent,180008,Duplicate attendance record
ENHS_SYN_0268,Grade 8,Section C,Subject E,2026-08-19,13:00,Present,180009,Duplicate attendance record
ENHS_SYN_0370,Grade 9,Section B,Subject B,2026-10-14,08:30,Present,180010,Duplicate attendance record
ENHS_SYN_0028,Grade 7,Section A,Subject B,2026-09-16,08:30,Present,180011,Duplicate attendance record
ENHS_SYN_0504,Grade 10,Section B,Subject A,2026-08-12,07:30,Present,180012,Duplicate attendance record
ENHS_SYN_0314,Grade 9,Section A,Subject A,2026-09-21,07:30,Present,180013,Duplicate attendance record
ENHS_SYN_0564,Grade 10,Section C,Subject C,2026-09-18,09:30,Present,180014,Duplicate attendance record
ENHS_SYN_0323,Grade 9,Section A,Subject D,2026-09-22,10:30,Present,180015,Duplicate attendance record
ENHS_SYN_0310,Grade 9,Section A,Subject D,2026-09-11,10:30,Present,180016,Duplicate attendance record
ENHS_SYN_0254,Grade 8,Section C,Subject C,2026-09-11,09:30,Present,180017,Duplicate attendance record
ENHS_SYN_0266,Grade 8,Section C,Subject B,2026-09-10,08:30,Present,180018,Duplicate attendance record
ENHS_SYN_0363,Grade 9,Section B,Subject B,2026-10-08,08:30,Present,180019,Duplicate attendance record
ENHS_SYN_0082,Grade 7,Section B,Subject C,2026-10-07,09:30,Present,180020,Duplicate attendance record
ENHS_SYN_0189,Grade 8,Section A,Subject E,2026-08-26,13:00,Absent,180021,Duplicate attendance record
ENHS_SYN_0009,Grade 7,Section A,Subject B,2026-10-08,08:30,Absent,180022,Duplicate attendance record
ENHS_SYN_0009,Grade 7,Section A,Subject D,2026-08-17,10:30,Present,180023,Duplicate attendance record
ENHS_SYN_0155,Grade 8,Section A,Subject A,2026-08-20,07:30,Present,180024,Duplicate attendance record
ENHS_SYN_0598,Grade 10,Section C,Subject B,2026-10-21,08:30,Present,180025,Duplicate attendance record
ENHS_SYN_0234,Grade 8,Section B,Subject C,2026-09-23,09:30,Present,180026,Duplicate attendance record
ENHS_SYN_0364,Grade 9,Section B,Subject E,2026-10-14,13:00,Present,180027,Duplicate attendance record
ENHS_SYN_0575,Grade 10,Section C,Subject C,2026-08-31,09:30,Present,180028,Duplicate attendance record
ENHS_SYN_0514,Grade 10,Section B,Subject C,2026-08-11,09:30,Present,180029,Duplicate attendance record
ENHS_SYN_0383,Grade 9,Section B,Subject C,2026-09-29,09:30,Present,180030,Duplicate attendance record
ENHS_SYN_0205,Grade 8,Section B,Subject E,2026-10-15,13:00,Present,180031,Duplicate attendance record
ENHS_SYN_0248,Grade 8,Section B,Subject E,2026-08-03,13:00,Present,180032,Duplicate attendance record
ENHS_SYN_0105,Grade 7,Section C,Subject E,2026-10-05,13:00,Present,180033,Duplicate attendance record
ENHS_SYN_0377,Grade 9,Section B,Subject A,2026-10-08,07:30,Present,180034,Duplicate attendance record
ENHS_SYN_0373,Grade 9,Section B,Subject B,2026-10-20,08:30,Present,180035,Duplicate attendance record
ENHS_SYN_0210,Grade 8,Section B,Subject E,2026-08-20,13:00,Present,180036,Duplicate attendance record
ENHS_SYN_0186,Grade 8,Section A,Subject C,2026-08-17,09:30,Present,180037,Duplicate attendance record
ENHS_SYN_0312,Grade 9,Section A,Subject D,2026-08-05,10:30,Absent,180038,Duplicate attendance record
ENHS_SYN_0475,Grade 10,Section A,Subject C,2026-08-24,09:30,Absent,180039,Duplicate attendance record
ENHS_SYN_0033,Grade 7,Section A,Subject D,2026-09-04,10:30,Present,180040,Duplicate attendance record
ENHS_SYN_0039,Grade 7,Section A,Subject C,2026-08-27,09:30,Absent,180041,Duplicate attendance record
ENHS_SYN_0484,Grade 10,Section A,Subject A,2026-08-03,07:30,Present,180042,Duplicate attendance record
ENHS_SYN_0555,Grade 10,Section C,Subject A,2026-09-15,07:30,Present,180043,Duplicate attendance record
ENHS_SYN_0113,Grade 7,Section C,Subject A,2026-10-16,07:30,Present,180044,Duplicate attendance record
ENHS_SYN_0259,Grade 8,Section C,Subject E,2026-09-02,13:00,Present,180045,Duplicate attendance record
ENHS_SYN_0290,Grade 8,Section C,Subject C,2026-09-29,09:30,Present,180046,Duplicate attendance record
ENHS_SYN_0028,Grade 7,Section A,Subject B,2026-10-19,08:30,Present,180047,Duplicate attendance record
ENHS_SYN_0290,Grade 8,Section C,Subject C,2026-08-18,09:30,Present,180048,Duplicate attendance record
ENHS_SYN_0218,Grade 8,Section B,Subject B,2026-10-09,08:30,Present,180049,Duplicate attendance record
ENHS_SYN_0024,Grade 7,Section A,Subject A,2026-08-24,07:30,Present,180050,Duplicate attendance record
ENHS_SYN_0569,Grade 10,Section C,Subject C,2026-10-14,09:30,Present,180051,Duplicate attendance record
ENHS_SYN_0469,Grade 10,Section A,Subject B,2026-10-21,08:30,Present,180052,Duplicate attendance record
ENHS_SYN_0503,Grade 10,Section B,Subject E,2026-08-12,13:00,Present,180053,Duplicate attendance record
ENHS_SYN_0083,Grade 7,Section B,Subject E,2026-09-18,13:00,Present,180054,Duplicate attendance record
ENHS_SYN_0071,Grade 7,Section B,Subject B,2026-08-10,08:30,Present,180055,Duplicate attendance record
ENHS_SYN_0055,Grade 7,Section B,Subject D,2026-10-15,10:30,Present,180056,Duplicate attendance record
ENHS_SYN_0424,Grade 9,Section C,Subject E,2026-10-12,13:00,Present,180057,Duplicate attendance record
ENHS_SYN_0197,Grade 8,Section A,Subject C,2026-08-04,09:30,Present,180058,Duplicate attendance record
ENHS_SYN_0179,Grade 8,Section A,Subject A,2026-10-19,07:30,Present,180059,Duplicate attendance record
ENHS_SYN_0233,Grade 8,Section B,Subject C,2026-08-10,09:30,Absent,180060,Duplicate attendance record
ENHS_SYN_0408,Grade 9,Section C,Subject B,2026-08-17,08:30,Present,180061,Duplicate attendance record
ENHS_SYN_0157,Grade 8,Section A,Subject E,2026-08-06,13:00,Present,180062,Duplicate attendance record
ENHS_SYN_0045,Grade 7,Section A,Subject D,2026-08-14,10:30,Absent,180063,Duplicate attendance record
ENHS_SYN_0309,Grade 9,Section A,Subject E,2026-08-04,13:00,Present,180064,Duplicate attendance record
ENHS_SYN_0137,Grade 7,Section C,Subject A,2026-09-17,07:30,Present,180065,Duplicate attendance record
ENHS_SYN_0530,Grade 10,Section B,Subject D,2026-09-03,10:30,Present,180066,Duplicate attendance record
ENHS_SYN_0464,Grade 10,Section A,Subject A,2026-10-23,07:30,Present,180067,Duplicate attendance record
ENHS_SYN_0153,Grade 8,Section A,Subject A,2026-10-23,07:30,Present,180068,Duplicate attendance record
ENHS_SYN_0069,Grade 7,Section B,Subject B,2026-09-04,08:30,Present,180069,Duplicate attendance record
ENHS_SYN_0265,Grade 8,Section C,Subject A,2026-08-19,07:30,Present,180070,Duplicate attendance record
ENHS_SYN_0289,Grade 8,Section C,Subject A,2026-09-14,07:30,Present,180071,Duplicate attendance record
ENHS_SYN_0022,Grade 7,Section A,Subject B,2026-10-09,08:30,Present,180072,Duplicate attendance record
ENHS_SYN_0600,Grade 10,Section C,Subject B,2026-08-18,08:30,Present,180073,Duplicate attendance record
ENHS_SYN_0052,Grade 7,Section B,Subject D,2026-09-21,10:30,Present,180074,Duplicate attendance record
ENHS_SYN_0310,Grade 9,Section A,Subject E,2026-10-08,13:00,Present,180075,Duplicate attendance record
ENHS_SYN_0082,Grade 7,Section B,Subject B,2026-10-07,08:30,Present,180076,Duplicate attendance record
ENHS_SYN_0299,Grade 8,Section C,Subject A,2026-09-14,07:30,Present,180077,Duplicate attendance record
ENHS_SYN_0336,Grade 9,Section A,Subject B,2026-10-13,08:30,Present,180078,Duplicate attendance record
ENHS_SYN_0578,Grade 10,Section C,Subject D,2026-08-10,10:30,Present,180079,Duplicate attendance record
ENHS_SYN_0032,Grade 7,Section A,Subject A,2026-08-07,07:30,Present,180080,Duplicate attendance record
ENHS_SYN_0429,Grade 9,Section C,Subject B,2026-09-30,08:30,Present,180081,Duplicate attendance record
ENHS_SYN_0156,Grade 8,Section A,Subject B,2026-10-08,08:30,Absent,180082,Duplicate attendance record
ENHS_SYN_0149,Grade 7,Section C,Subject A,2026-09-14,07:30,Present,180083,Duplicate attendance record
ENHS_SYN_0323,Grade 9,Section A,Subject D,2026-08-24,10:30,Present,180084,Duplicate attendance record
ENHS_SYN_0505,Grade 10,Section B,Subject C,2026-09-17,09:30,Present,180085,Duplicate attendance record
ENHS_SYN_0254,Grade 8,Section C,Subject B,2026-08-25,08:30,Present,180086,Duplicate attendance record
ENHS_SYN_0536,Grade 10,Section B,Subject E,2026-10-01,13:00,Present,180087,Duplicate attendance record
ENHS_SYN_0519,Grade 10,Section B,Subject C,2026-08-27,09:30,Present,180088,Duplicate attendance record
ENHS_SYN_0522,Grade 10,Section B,Subject A,2026-10-09,07:30,Present,180089,Duplicate attendance record
ENHS_SYN_0217,Grade 8,Section B,Subject A,2026-08-26,07:30,Present,180090,Duplicate attendance record
ENHS_SYN_0364,Grade 9,Section B,Subject D,2026-09-01,10:30,Absent,180091,Duplicate attendance record
ENHS_SYN_0538,Grade 10,Section B,Subject B,2026-10-14,08:30,Present,180092,Duplicate attendance record
ENHS_SYN_0285,Grade 8,Section C,Subject B,2026-09-04,08:30,Present,180093,Duplicate attendance record
ENHS_SYN_0331,Grade 9,Section A,Subject D,2026-10-08,10:30,Present,180094,Duplicate attendance record
ENHS_SYN_0070,Grade 7,Section B,Subject A,2026-10-07,07:30,Present,180095,Duplicate attendance record
ENHS_SYN_0420,Grade 9,Section C,Subject B,2026-09-18,08:30,Present,180096,Duplicate attendance record
ENHS_SYN_0051,Grade 7,Section B,Subject D,2026-08-26,10:30,Present,180097,Duplicate attendance record
ENHS_SYN_0323,Grade 9,Section A,Subject B,2026-08-06,08:30,Present,180098,Duplicate attendance record
ENHS_SYN_0030,Grade 7,Section A,Subject B,2026-10-08,08:30,Present,180099,Duplicate attendance record
ENHS_SYN_0051,Grade 7,Section B,Subject A,2026-09-25,07:30,Present,180100,Duplicate attendance record
ENHS_SYN_0385,Grade 9,Section B,Subject D,2026-09-21,10:30,Absent,180101,Duplicate attendance record
ENHS_SYN_0506,Grade 10,Section B,Subject D,2026-09-17,10:30,Present,180102,Duplicate attendance record
ENHS_SYN_0396,Grade 9,Section B,Subject D,2026-09-04,10:30,Present,180103,Duplicate attendance record
ENHS_SYN_0469,Grade 10,Section A,Subject E,2026-10-21,13:00,Present,180104,Duplicate attendance record
ENHS_SYN_0202,Grade 8,Section B,Subject E,2026-09-29,13:00,Present,180105,Duplicate attendance record
ENHS_SYN_0219,Grade 8,Section B,Subject C,2026-08-26,09:30,Present,180106,Duplicate attendance record
ENHS_SYN_0163,Grade 8,Section A,Subject D,2026-08-10,10:30,Present,180107,Duplicate attendance record
ENHS_SYN_0032,Grade 7,Section A,Subject C,2026-10-01,09:30,Present,180108,Duplicate attendance record
ENHS_SYN_0170,Grade 8,Section A,Subject A,2026-10-01,07:30,Present,180109,Duplicate attendance record
ENHS_SYN_0321,Grade 9,Section A,Subject A,2026-09-08,07:30,Present,180110,Duplicate attendance record
ENHS_SYN_0020,Grade 7,Section A,Subject A,2026-08-25,07:30,Present,180111,Duplicate attendance record
ENHS_SYN_0402,Grade 9,Section C,Subject D,2026-09-25,10:30,Present,180112,Duplicate attendance record
ENHS_SYN_0124,Grade 7,Section C,Subject A,2026-09-09,07:30,Present,180113,Duplicate attendance record
ENHS_SYN_0118,Grade 7,Section C,Subject A,2026-09-29,07:30,Present,180114,Duplicate attendance record
ENHS_SYN_0349,Grade 9,Section A,Subject E,2026-09-16,13:00,Present,180115,Duplicate attendance record
ENHS_SYN_0264,Grade 8,Section C,Subject E,2026-08-20,13:00,Absent,180116,Duplicate attendance record
ENHS_SYN_0240,Grade 8,Section B,Subject C,2026-08-17,09:30,Present,180117,Duplicate attendance record
ENHS_SYN_0172,Grade 8,Section A,Subject B,2026-10-07,08:30,Present,180118,Duplicate attendance record
ENHS_SYN_0419,Grade 9,Section C,Subject D,2026-09-15,10:30,Present,180119,Duplicate attendance record
ENHS_SYN_0012,Grade 7,Section A,Subject E,2026-09-23,13:00,Absent,180120,Duplicate attendance record
ENHS_SYN_0570,Grade 10,Section C,Subject C,2026-08-07,09:30,Present,180121,Duplicate attendance record
ENHS_SYN_0186,Grade 8,Section A,Subject E,2026-10-22,13:00,Present,180122,Duplicate attendance record
ENHS_SYN_0337,Grade 9,Section A,Subject E,2026-08-07,13:00,Present,180123,Duplicate attendance record
ENHS_SYN_0496,Grade 10,Section A,Subject A,2026-08-10,07:30,Present,180124,Duplicate attendance record
ENHS_SYN_0170,Grade 8,Section A,Subject B,2026-08-14,08:30,Present,180125,Duplicate attendance record
ENHS_SYN_0193,Grade 8,Section A,Subject B,2026-08-21,08:30,Present,180126,Duplicate attendance record
ENHS_SYN_0116,Grade 7,Section C,Subject D,2026-09-11,10:30,Present,180127,Duplicate attendance record
ENHS_SYN_0082,Grade 7,Section B,Subject D,2026-09-29,10:30,Present,180128,Duplicate attendance record
ENHS_SYN_0266,Grade 8,Section C,Subject A,2026-08-03,07:30,Present,180129,Duplicate attendance record
ENHS_SYN_0353,Grade 9,Section B,Subject C,2026-10-08,09:30,Present,180130,Duplicate attendance record
ENHS_SYN_0309,Grade 9,Section A,Subject A,2026-09-25,07:30,Present,180131,Duplicate attendance record
ENHS_SYN_0305,Grade 9,Section A,Subject D,2026-09-09,10:30,Present,180132,Duplicate attendance record
ENHS_SYN_0125,Grade 7,Section C,Subject C,2026-10-23,09:30,Present,180133,Duplicate attendance record
ENHS_SYN_0113,Grade 7,Section C,Subject A,2026-10-05,07:30,Absent,180134,Duplicate attendance record
ENHS_SYN_0366,Grade 9,Section B,Subject C,2026-10-13,09:30,Present,180135,Duplicate attendance record
ENHS_SYN_0429,Grade 9,Section C,Subject E,2026-09-17,13:00,Present,180136,Duplicate attendance record
ENHS_SYN_0339,Grade 9,Section A,Subject E,2026-08-04,13:00,Present,180137,Duplicate attendance record
ENHS_SYN_0256,Grade 8,Section C,Subject B,2026-09-15,08:30,Present,180138,Duplicate attendance record
ENHS_SYN_0495,Grade 10,Section A,Subject C,2026-08-12,09:30,Present,180139,Duplicate attendance record
ENHS_SYN_0313,Grade 9,Section A,Subject D,2026-09-21,10:30,Absent,180140,Duplicate attendance record
ENHS_SYN_0415,Grade 9,Section C,Subject E,2026-08-14,13:00,Present,180141,Duplicate attendance record
ENHS_SYN_0559,Grade 10,Section C,Subject B,2026-10-09,08:30,Present,180142,Duplicate attendance record
ENHS_SYN_0372,Grade 9,Section B,Subject C,2026-09-17,09:30,Present,180143,Duplicate attendance record
ENHS_SYN_0097,Grade 7,Section B,Subject A,2026-10-02,07:30,Present,180144,Duplicate attendance record
ENHS_SYN_0098,Grade 7,Section B,Subject A,2026-08-27,07:30,Present,180145,Duplicate attendance record
ENHS_SYN_0363,Grade 9,Section B,Subject C,2026-08-04,09:30,Present,180146,Duplicate attendance record
ENHS_SYN_0072,Grade 7,Section B,Subject A,2026-10-19,07:30,Present,180147,Duplicate attendance record
ENHS_SYN_0116,Grade 7,Section C,Subject E,2026-09-10,13:00,Present,180148,Duplicate attendance record
ENHS_SYN_0390,Grade 9,Section B,Subject A,2026-10-20,07:30,Present,180149,Duplicate attendance record
ENHS_SYN_0520,Grade 10,Section B,Subject A,2026-09-29,07:30,Present,180150,Duplicate attendance record
ENHS_SYN_0550,Grade 10,Section B,Subject C,2026-08-26,09:30,Present,180151,Duplicate attendance record
ENHS_SYN_0319,Grade 9,Section A,Subject C,2026-10-14,09:30,Present,180152,Duplicate attendance record
ENHS_SYN_0457,Grade 10,Section A,Subject B,2026-08-20,08:30,Present,180153,Duplicate attendance record
ENHS_SYN_0412,Grade 9,Section C,Subject B,2026-08-10,08:30,Present,180154,Duplicate attendance record
ENHS_SYN_0221,Grade 8,Section B,Subject E,2026-10-09,13:00,Present,180155,Duplicate attendance record
ENHS_SYN_0599,Grade 10,Section C,Subject E,2026-09-28,13:00,Present,180156,Duplicate attendance record
ENHS_SYN_0366,Grade 9,Section B,Subject C,2026-10-02,09:30,Present,180157,Duplicate attendance record
ENHS_SYN_0387,Grade 9,Section B,Subject D,2026-08-13,10:30,Present,180158,Duplicate attendance record
ENHS_SYN_0273,Grade 8,Section C,Subject E,2026-08-21,13:00,Present,180159,Duplicate attendance record
ENHS_SYN_0135,Grade 7,Section C,Subject D,2026-08-17,10:30,Present,180160,Duplicate attendance record
ENHS_SYN_0046,Grade 7,Section A,Subject A,2026-09-07,07:30,Present,180161,Duplicate attendance record
ENHS_SYN_0155,Grade 8,Section A,Subject B,2026-08-12,08:30,Present,180162,Duplicate attendance record
ENHS_SYN_0494,Grade 10,Section A,Subject C,2026-09-07,09:30,Present,180163,Duplicate attendance record
ENHS_SYN_0196,Grade 8,Section A,Subject C,2026-10-23,09:30,Present,180164,Duplicate attendance record
ENHS_SYN_0508,Grade 10,Section B,Subject B,2026-10-14,08:30,Present,180165,Duplicate attendance record
ENHS_SYN_0486,Grade 10,Section A,Subject B,2026-09-30,08:30,Present,180166,Duplicate attendance record
ENHS_SYN_0245,Grade 8,Section B,Subject A,2026-09-15,07:30,Present,180167,Duplicate attendance record
ENHS_SYN_0152,Grade 8,Section A,Subject D,2026-08-17,10:30,Present,180168,Duplicate attendance record
ENHS_SYN_0492,Grade 10,Section A,Subject C,2026-10-16,09:30,Present,180169,Duplicate attendance record
ENHS_SYN_0169,Grade 8,Section A,Subject B,2026-08-13,08:30,Present,180170,Duplicate attendance record
ENHS_SYN_0016,Grade 7,Section A,Subject A,2026-09-03,07:30,Present,180171,Duplicate attendance record
ENHS_SYN_0242,Grade 8,Section B,Subject B,2026-09-25,08:30,Present,180172,Duplicate attendance record
ENHS_SYN_0565,Grade 10,Section C,Subject A,2026-08-05,07:30,Present,180173,Duplicate attendance record
ENHS_SYN_0111,Grade 7,Section C,Subject A,2026-10-14,07:30,Present,180174,Duplicate attendance record
ENHS_SYN_0103,Grade 7,Section C,Subject B,2026-09-16,08:30,Present,180175,Duplicate attendance record
ENHS_SYN_0052,Grade 7,Section B,Subject B,2026-09-07,08:30,Present,180176,Duplicate attendance record
ENHS_SYN_0087,Grade 7,Section B,Subject E,2026-10-12,13:00,Present,180177,Duplicate attendance record
ENHS_SYN_0310,Grade 9,Section A,Subject D,2026-10-13,10:30,Absent,180178,Duplicate attendance record
ENHS_SYN_0095,Grade 7,Section B,Subject E,2026-09-25,13:00,Present,180179,Duplicate attendance record
ENHS_SYN_0492,Grade 10,Section A,Subject D,2026-09-08,10:30,Present,180180,Duplicate attendance record
ENHS_SYN_0339,Grade 9,Section A,Subject E,2026-09-17,13:00,Present,180181,Duplicate attendance record
ENHS_SYN_0374,Grade 9,Section B,Subject D,2026-10-16,10:30,Present,180182,Duplicate attendance record
ENHS_SYN_0368,Grade 9,Section B,Subject E,2026-09-28,13:00,Present,180183,Duplicate attendance record
ENHS_SYN_0549,Grade 10,Section B,Subject E,2026-09-08,13:00,Present,180184,Duplicate attendance record
ENHS_SYN_0459,Grade 10,Section A,Subject E,2026-10-16,13:00,Absent,180185,Duplicate attendance record
ENHS_SYN_0197,Grade 8,Section A,Subject B,2026-10-07,08:30,Present,180186,Duplicate attendance record
ENHS_SYN_0554,Grade 10,Section C,Subject E,2026-09-25,13:00,Present,180187,Duplicate attendance record
ENHS_SYN_0471,Grade 10,Section A,Subject E,2026-08-27,13:00,Present,180188,Duplicate attendance record
ENHS_SYN_0020,Grade 7,Section A,Subject D,2026-09-01,10:30,Present,180189,Duplicate attendance record
ENHS_SYN_0423,Grade 9,Section C,Subject E,2026-10-16,13:00,Present,180190,Duplicate attendance record
ENHS_SYN_0457,Grade 10,Section A,Subject B,2026-08-05,08:30,Present,180191,Duplicate attendance record
ENHS_SYN_0537,Grade 10,Section B,Subject A,2026-10-08,07:30,Absent,180192,Duplicate attendance record
ENHS_SYN_0260,Grade 8,Section C,Subject B,2026-08-14,08:30,Present,180193,Duplicate attendance record
ENHS_SYN_0248,Grade 8,Section B,Subject E,2026-09-03,13:00,Present,180194,Duplicate attendance record
ENHS_SYN_0533,Grade 10,Section B,Subject C,2026-10-05,09:30,Present,180195,Duplicate attendance record
ENHS_SYN_0290,Grade 8,Section C,Subject D,2026-10-16,10:30,Present,180196,Duplicate attendance record
ENHS_SYN_0594,Grade 10,Section C,Subject E,2026-09-23,13:00,Present,180197,Duplicate attendance record
ENHS_SYN_0107,Grade 7,Section C,Subject A,2026-08-28,07:30,Present,180198,Duplicate attendance record
ENHS_SYN_0005,Grade 7,Section A,Subject D,2026-09-15,10:30,Present,180199,Duplicate attendance record
ENHS_SYN_0584,Grade 10,Section C,Subject B,2026-09-09,08:30,Present,180200,Duplicate attendance record
ENHS_SYN_0243,Grade 8,Section B,Subject A,2026-09-07,07:30,Present,180201,Duplicate attendance record
ENHS_SYN_0485,Grade 10,Section A,Subject C,2026-10-23,09:30,Present,180202,Duplicate attendance record
ENHS_SYN_0415,Grade 9,Section C,Subject C,2026-09-01,09:30,Present,180203,Duplicate attendance record
ENHS_SYN_0287,Grade 8,Section C,Subject A,2026-09-21,07:30,Present,180204,Duplicate attendance record
ENHS_SYN_0541,Grade 10,Section B,Subject C,2026-10-01,09:30,Present,180205,Duplicate attendance record
ENHS_SYN_0592,Grade 10,Section C,Subject E,2026-10-16,13:00,Present,180206,Duplicate attendance record
ENHS_SYN_0244,Grade 8,Section B,Subject A,2026-09-10,07:30,Present,180207,Duplicate attendance record
ENHS_SYN_0376,Grade 9,Section B,Subject B,2026-08-06,08:30,Present,180208,Duplicate attendance record
ENHS_SYN_0067,Grade 7,Section B,Subject C,2026-09-24,09:30,Present,180209,Duplicate attendance record
ENHS_SYN_0396,Grade 9,Section B,Subject E,2026-08-17,13:00,Present,180210,Duplicate attendance record
ENHS_SYN_0299,Grade 8,Section C,Subject C,2026-10-02,09:30,Present,180211,Duplicate attendance record
ENHS_SYN_0425,Grade 9,Section C,Subject C,2026-10-14,09:30,Present,180212,Duplicate attendance record
ENHS_SYN_0433,Grade 9,Section C,Subject E,2026-08-03,13:00,Present,180213,Duplicate attendance record
ENHS_SYN_0511,Grade 10,Section B,Subject A,2026-08-11,07:30,Absent,180214,Duplicate attendance record
ENHS_SYN_0069,Grade 7,Section B,Subject D,2026-09-24,10:30,Present,180215,Duplicate attendance record
ENHS_SYN_0475,Grade 10,Section A,Subject B,2026-08-24,08:30,Absent,180216,Duplicate attendance record
ENHS_SYN_0377,Grade 9,Section B,Subject E,2026-08-05,13:00,Present,180217,Duplicate attendance record
ENHS_SYN_0139,Grade 7,Section C,Subject C,2026-09-23,09:30,Present,180218,Duplicate attendance record
ENHS_SYN_0034,Grade 7,Section A,Subject A,2026-10-14,07:30,Present,180219,Duplicate attendance record
ENHS_SYN_0491,Grade 10,Section A,Subject C,2026-08-13,09:30,Present,180220,Duplicate attendance record
ENHS_SYN_0481,Grade 10,Section A,Subject A,2026-08-21,07:30,Present,180221,Duplicate attendance record
ENHS_SYN_0098,Grade 7,Section B,Subject B,2026-08-05,08:30,Absent,180222,Duplicate attendance record
ENHS_SYN_0366,Grade 9,Section B,Subject A,2026-08-17,07:30,Present,180223,Duplicate attendance record
ENHS_SYN_0212,Grade 8,Section B,Subject A,2026-09-30,07:30,Present,180224,Duplicate attendance record
ENHS_SYN_0481,Grade 10,Section A,Subject A,2026-08-31,07:30,Present,180225,Duplicate attendance record
ENHS_SYN_0233,Grade 8,Section B,Subject B,2026-10-01,08:30,Present,180226,Duplicate attendance record
ENHS_SYN_0447,Grade 9,Section C,Subject E,2026-08-11,13:00,Present,180227,Duplicate attendance record
ENHS_SYN_0160,Grade 8,Section A,Subject D,2026-10-22,10:30,Present,180228,Duplicate attendance record
ENHS_SYN_0266,Grade 8,Section C,Subject D,2026-08-19,10:30,Absent,180229,Duplicate attendance record
ENHS_SYN_0188,Grade 8,Section A,Subject C,2026-10-23,09:30,Present,180230,Duplicate attendance record
ENHS_SYN_0063,Grade 7,Section B,Subject C,2026-10-19,09:30,Present,180231,Duplicate attendance record
ENHS_SYN_0248,Grade 8,Section B,Subject E,2026-10-20,13:00,Absent,180232,Duplicate attendance record
ENHS_SYN_0405,Grade 9,Section C,Subject A,2026-09-17,07:30,Present,180233,Duplicate attendance record
ENHS_SYN_0498,Grade 10,Section A,Subject E,2026-08-05,13:00,Present,180234,Duplicate attendance record
ENHS_SYN_0176,Grade 8,Section A,Subject E,2026-09-14,13:00,Absent,180235,Duplicate attendance record
ENHS_SYN_0365,Grade 9,Section B,Subject D,2026-09-01,10:30,Present,180236,Duplicate attendance record
ENHS_SYN_0192,Grade 8,Section A,Subject A,2026-10-16,07:30,Present,180237,Duplicate attendance record
ENHS_SYN_0245,Grade 8,Section B,Subject D,2026-08-13,10:30,Present,180238,Duplicate attendance record
ENHS_SYN_0500,Grade 10,Section A,Subject C,2026-08-26,09:30,Present,180239,Duplicate attendance record
ENHS_SYN_0528,Grade 10,Section B,Subject D,2026-10-19,10:30,Present,180240,Duplicate attendance record
ENHS_SYN_0510,Grade 10,Section B,Subject B,2026-08-14,08:30,Present,180241,Duplicate attendance record
ENHS_SYN_0520,Grade 10,Section B,Subject C,2026-09-24,09:30,Present,180242,Duplicate attendance record
ENHS_SYN_0384,Grade 9,Section B,Subject C,2026-10-22,09:30,Present,180243,Duplicate attendance record
ENHS_SYN_0148,Grade 7,Section C,Subject D,2026-08-19,10:30,Present,180244,Duplicate attendance record
ENHS_SYN_0454,Grade 10,Section A,Subject D,2026-09-18,10:30,Present,180245,Duplicate attendance record
ENHS_SYN_0387,Grade 9,Section B,Subject D,2026-09-04,10:30,Present,180246,Duplicate attendance record
