Student_ID,Grade_Level,Section,Total_Sessions,Present_Count,Absence_Count,Attendance_Rate,Absence_Frequency,Distinct_Absent_Days,First_Half_Attendance_Rate,Second_Half_Attendance_Rate,Attendance_Trend_Change,Lowest_Attendance_Subject,Lowest_Subject_Attendance_Rate
ENHS_SYN_0215,Grade 8,Section B,298,294,4,0.9866,0.0134,4,0.9866,0.9866,0.0,Subject E,0.9831
ENHS_SYN_0216,Grade 8,Section B,299,283,16,0.9465,0.0535,14,0.9333,0.9597,0.0264,Subject B,0.8667
ENHS_SYN_0217,Grade 8,Section B,300,230,70,0.7667,0.2333,44,0.8,0.7333,-0.0667,Subject B,0.7333
ENHS_SYN_0218,Grade 8,Section B,299,282,17,0.9431,0.0569,14,0.9262,0.96,0.0338,Subject D,0.9167
ENHS_SYN_0219,Grade 8,Section B,300,226,74,0.7533,0.2467,46,0.7467,0.76,0.0133,Subject E,0.6833
ENHS_SYN_0220,Grade 8,Section B,300,255,45,0.85,0.15,31,0.8533,0.8467,-0.0067,Subject E,0.8
ENHS_SYN_0221,Grade 8,Section B,300,277,23,0.9233,0.0767,20,0.9333,0.9133,-0.02,Subject B,0.8333
ENHS_SYN_0222,Grade 8,Section B,299,246,53,0.8227,0.1773,37,0.8188,0.8267,0.0079,Subject D,0.7667
ENHS_SYN_0223,Grade 8,Section B,298,288,10,0.9664,0.0336,10,0.9595,0.9733,0.0139,Subject C,0.9333
ENHS_SYN_0224,Grade 8,Section B,298,237,61,0.7953,0.2047,41,0.8121,0.7785,-0.0336,Subject D,0.6833
ENHS_SYN_0225,Grade 8,Section B,300,265,35,0.8833,0.1167,26,0.9,0.8667,-0.0333,Subject D,0.85
ENHS_SYN_0226,Grade 8,Section B,299,276,23,0.9231,0.0769,22,0.8933,0.953,0.0597,Subject C,0.9
ENHS_SYN_0227,Grade 8,Section B,300,236,64,0.7867,0.2133,42,0.76,0.8133,0.0533,Subject E,0.7
ENHS_SYN_0228,Grade 8,Section B,300,267,33,0.89,0.11,24,0.8733,0.9067,0.0333,Subject A,0.85
ENHS_SYN_0229,Grade 8,Section B,299,263,36,0.8796,0.1204,30,0.8389,0.92,0.0811,Subject A,0.8167
ENHS_SYN_0230,Grade 8,Section B,300,222,78,0.74,0.26,46,0.7667,0.7133,-0.0533,Subject C,0.6667
ENHS_SYN_0231,Grade 8,Section B,299,256,43,0.8562,0.1438,34,0.9,0.8121,-0.0879,Subject E,0.8
ENHS_SYN_0232,Grade 8,Section B,299,280,19,0.9365,0.0635,17,0.9267,0.9463,0.0196,Subject E,0.8644
ENHS_SYN_0233,Grade 8,Section B,299,263,36,0.8796,0.1204,30,0.8591,0.9,0.0409,Subject C,0.8333
ENHS_SYN_0234,Grade 8,Section B,298,229,69,0.7685,0.2315,46,0.7852,0.7517,-0.0336,Subject D,0.6949
ENHS_SYN_0235,Grade 8,Section B,300,256,44,0.8533,0.1467,33,0.86,0.8467,-0.0133,Subject D,0.75
ENHS_SYN_0236,Grade 8,Section B,300,279,21,0.93,0.07,20,0.9133,0.9467,0.0333,Subject D,0.9
ENHS_SYN_0237,Grade 8,Section B,300,264,36,0.88,0.12,28,0.8733,0.8867,0.0133,Subject B,0.8333
ENHS_SYN_0238,Grade 8,Section B,300,224,76,0.7467,0.2533,46,0.7333,0.76,0.0267,Subject C,0.7
ENHS_SYN_0239,Grade 8,Section B,299,229,70,0.7659,0.2341,48,0.7248,0.8067,0.0818,Subject B,0.6949
ENHS_SYN_0240,Grade 8,Section B,300,282,18,0.94,0.06,16,0.9467,0.9333,-0.0133,Subject A,0.9167
ENHS_SYN_0241,Grade 8,Section B,300,280,20,0.9333,0.0667,16,0.9267,0.94,0.0133,Subject C,0.8833
ENHS_SYN_0242,Grade 8,Section B,299,253,46,0.8462,0.1538,33,0.8533,0.8389,-0.0144,Subject D,0.7833
ENHS_SYN_0243,Grade 8,Section B,299,277,22,0.9264,0.0736,20,0.9329,0.92,-0.0129,Subject C,0.85
ENHS_SYN_0244,Grade 8,Section B,300,275,25,0.9167,0.0833,20,0.9067,0.9267,0.02,Subject C,0.9
ENHS_SYN_0245,Grade 8,Section B,300,260,40,0.8667,0.1333,32,0.86,0.8733,0.0133,Subject C,0.7833
ENHS_SYN_0246,Grade 8,Section B,297,268,29,0.9024,0.0976,26,0.8919,0.9128,0.0209,Subject A,0.8667
ENHS_SYN_0247,Grade 8,Section B,299,260,39,0.8696,0.1304,30,0.8667,0.8725,0.0058,Subject D,0.8333
ENHS_SYN_0248,Grade 8,Section B,300,238,62,0.7933,0.2067,41,0.8333,0.7533,-0.08,Subject D,0.75
ENHS_SYN_0249,Grade 8,Section B,300,284,16,0.9467,0.0533,13,0.9267,0.9667,0.04,Subject D,0.9167
ENHS_SYN_0250,Grade 8,Section B,300,283,17,0.9433,0.0567,15,0.9267,0.96,0.0333,Subject E,0.9
ENHS_SYN_0251,Grade 8,Section C,298,279,19,0.9362,0.0638,15,0.9189,0.9533,0.0344,Subject C,0.8983
ENHS_SYN_0252,Grade 8,Section C,299,262,37,0.8763,0.1237,28,0.88,0.8725,-0.0075,Subject D,0.8
ENHS_SYN_0253,Grade 8,Section C,299,281,18,0.9398,0.0602,14,0.94,0.9396,-0.0004,Subject E,0.9
ENHS_SYN_0254,Grade 8,Section C,300,263,37,0.8767,0.1233,30,0.84,0.9133,0.0733,Subject D,0.8
ENHS_SYN_0255,Grade 8,Section C,300,230,70,0.7667,0.2333,44,0.7667,0.7667,0.0,Subject D,0.7167
ENHS_SYN_0256,Grade 8,Section C,300,256,44,0.8533,0.1467,33,0.86,0.8467,-0.0133,Subject E,0.8
ENHS_SYN_0257,Grade 8,Section C,300,232,68,0.7733,0.2267,41,0.78,0.7667,-0.0133,Subject B,0.6833
ENHS_SYN_0258,Grade 8,Section C,300,248,52,0.8267,0.1733,37,0.86,0.7933,-0.0667,Subject E,0.75
ENHS_SYN_0259,Grade 8,Section C,299,277,22,0.9264,0.0736,19,0.9333,0.9195,-0.0139,Subject C,0.9
ENHS_SYN_0260,Grade 8,Section C,300,239,61,0.7967,0.2033,36,0.7867,0.8067,0.02,Subject D,0.6833
ENHS_SYN_0261,Grade 8,Section C,300,233,67,0.7767,0.2233,47,0.8067,0.7467,-0.06,Subject C,0.7167
ENHS_SYN_0262,Grade 8,Section C,298,262,36,0.8792,0.1208,28,0.86,0.8986,0.0386,Subject E,0.85
ENHS_SYN_0263,Grade 8,Section C,300,256,44,0.8533,0.1467,34,0.8533,0.8533,0.0,Subject D,0.8167
ENHS_SYN_0264,Grade 8,Section C,299,205,94,0.6856,0.3144,53,0.7133,0.6577,-0.0556,Subject E,0.6167
ENHS_SYN_0265,Grade 8,Section C,300,239,61,0.7967,0.2033,41,0.8133,0.78,-0.0333,Subject C,0.75
ENHS_SYN_0266,Grade 8,Section C,299,276,23,0.9231,0.0769,19,0.9262,0.92,-0.0062,Subject C,0.8814
ENHS_SYN_0267,Grade 8,Section C,300,216,84,0.72,0.28,46,0.7133,0.7267,0.0133,Subject E,0.65
ENHS_SYN_0268,Grade 8,Section C,300,251,49,0.8367,0.1633,34,0.8267,0.8467,0.02,Subject B,0.75
ENHS_SYN_0269,Grade 8,Section C,299,249,50,0.8328,0.1672,36,0.8658,0.8,-0.0658,Subject D,0.75
ENHS_SYN_0270,Grade 8,Section C,299,284,15,0.9498,0.0502,15,0.9467,0.953,0.0064,Subject D,0.9167
ENHS_SYN_0271,Grade 8,Section C,300,268,32,0.8933,0.1067,25,0.8933,0.8933,0.0,Subject C,0.8333
ENHS_SYN_0272,Grade 8,Section C,300,275,25,0.9167,0.0833,22,0.9067,0.9267,0.02,Subject E,0.85
ENHS_SYN_0273,Grade 8,Section C,300,280,20,0.9333,0.0667,19,0.9467,0.92,-0.0267,Subject C,0.9
ENHS_SYN_0274,Grade 8,Section C,300,241,59,0.8033,0.1967,40,0.8,0.8067,0.0067,Subject B,0.75
ENHS_SYN_0275,Grade 8,Section C,300,244,56,0.8133,0.1867,37,0.8067,0.82,0.0133,Subject A,0.75
ENHS_SYN_0276,Grade 8,Section C,300,275,25,0.9167,0.0833,22,0.9,0.9333,0.0333,Subject D,0.85
ENHS_SYN_0277,Grade 8,Section C,300,283,17,0.9433,0.0567,17,0.9533,0.9333,-0.02,Subject D,0.9
ENHS_SYN_0278,Grade 8,Section C,300,264,36,0.88,0.12,31,0.88,0.88,0.0,Subject D,0.7833
ENHS_SYN_0279,Grade 8,Section C,300,266,34,0.8867,0.1133,26,0.9067,0.8667,-0.04,Subject E,0.8333
ENHS_SYN_0280,Grade 8,Section C,299,291,8,0.9732,0.0268,7,0.9733,0.9732,-0.0002,Subject B,0.9333
ENHS_SYN_0281,Grade 8,Section C,300,277,23,0.9233,0.0767,18,0.9267,0.92,-0.0067,Subject C,0.9167
ENHS_SYN_0282,Grade 8,Section C,300,266,34,0.8867,0.1133,29,0.8667,0.9067,0.04,Subject D,0.85
ENHS_SYN_0283,Grade 8,Section C,299,283,16,0.9465,0.0535,15,0.9467,0.9463,-0.0004,Subject C,0.9167
ENHS_SYN_0284,Grade 8,Section C,300,260,40,0.8667,0.1333,30,0.86,0.8733,0.0133,Subject E,0.8
ENHS_SYN_0285,Grade 8,Section C,299,255,44,0.8528,0.1472,37,0.84,0.8658,0.0258,Subject E,0.8167
ENHS_SYN_0286,Grade 8,Section C,300,288,12,0.96,0.04,11,0.96,0.96,0.0,Subject B,0.9333
ENHS_SYN_0287,Grade 8,Section C,300,285,15,0.95,0.05,15,0.96,0.94,-0.02,Subject B,0.9333
ENHS_SYN_0288,Grade 8,Section C,300,243,57,0.81,0.19,42,0.7933,0.8267,0.0333,Subject B,0.7333
ENHS_SYN_0289,Grade 8,Section C,299,267,32,0.893,0.107,28,0.9128,0.8733,-0.0394,Subject B,0.8644
ENHS_SYN_0290,Grade 8,Section C,300,278,22,0.9267,0.0733,18,0.9467,0.9067,-0.04,Subject C,0.9167
ENHS_SYN_0291,Grade 8,Section C,298,285,13,0.9564,0.0436,13,0.9733,0.9392,-0.0341,Subject E,0.9
ENHS_SYN_0292,Grade 8,Section C,300,249,51,0.83,0.17,37,0.8667,0.7933,-0.0733,Subject B,0.7833
ENHS_SYN_0293,Grade 8,Section C,299,261,38,0.8729,0.1271,27,0.8591,0.8867,0.0276,Subject E,0.7119
ENHS_SYN_0294,Grade 8,Section C,300,234,66,0.78,0.22,43,0.7933,0.7667,-0.0267,Subject D,0.6667
ENHS_SYN_0295,Grade 8,Section C,299,283,16,0.9465,0.0535,15,0.9667,0.9262,-0.0405,Subject C,0.9167
ENHS_SYN_0296,Grade 8,Section C,299,277,22,0.9264,0.0736,19,0.9667,0.8859,-0.0808,Subject A,0.9167
ENHS_SYN_0297,Grade 8,Section C,300,275,25,0.9167,0.0833,21,0.9267,0.9067,-0.02,Subject C,0.85
ENHS_SYN_0298,Grade 8,Section C,298,276,22,0.9262,0.0738,20,0.9257,0.9267,0.001,Subject E,0.8833
ENHS_SYN_0299,Grade 8,Section C,300,280,20,0.9333,0.0667,16,0.9133,0.9533,0.04,Subject E,0.8833
ENHS_SYN_0300,Grade 8,Section C,300,225,75,0.75,0.25,43,0.7667,0.7333,-0.0333,Subject E,0.6333
ENHS_SYN_0301,Grade 9,Section A,300,271,29,0.9033,0.0967,24,0.9267,0.88,-0.0467,Subject E,0.85
ENHS_SYN_0302,Grade 9,Section A,298,245,53,0.8221,0.1779,41,0.8389,0.8054,-0.0336,Subject C,0.7797
ENHS_SYN_0303,Grade 9,Section A,300,259,41,0.8633,0.1367,32,0.84,0.8867,0.0467,Subject A,0.8333
ENHS_SYN_0304,Grade 9,Section A,300,267,33,0.89,0.11,25,0.8667,0.9133,0.0467,Subject E,0.8333
ENHS_SYN_0305,Grade 9,Section A,300,250,50,0.8333,0.1667,36,0.82,0.8467,0.0267,Subject C,0.8167
ENHS_SYN_0306,Grade 9,Section A,299,226,73,0.7559,0.2441,42,0.745,0.7667,0.0217,Subject D,0.7119
ENHS_SYN_0307,Grade 9,Section A,299,272,27,0.9097,0.0903,23,0.94,0.8792,-0.0608,Subject E,0.85
ENHS_SYN_0308,Grade 9,Section A,299,289,10,0.9666,0.0334,10,0.953,0.98,0.027,Subject E,0.9333
ENHS_SYN_0309,Grade 9,Section A,300,270,30,0.9,0.1,23,0.8733,0.9267,0.0533,Subject E,0.85
ENHS_SYN_0310,Grade 9,Section A,300,242,58,0.8067,0.1933,39,0.8133,0.8,-0.0133,Subject B,0.75
ENHS_SYN_0311,Grade 9,Section A,300,264,36,0.88,0.12,26,0.8867,0.8733,-0.0133,Subject C,0.8333
ENHS_SYN_0312,Grade 9,Section A,300,247,53,0.8233,0.1767,33,0.84,0.8067,-0.0333,Subject C,0.75
ENHS_SYN_0313,Grade 9,Section A,299,249,50,0.8328,0.1672,35,0.8133,0.8523,0.039,Subject D,0.75
ENHS_SYN_0314,Grade 9,Section A,299,280,19,0.9365,0.0635,15,0.9329,0.94,0.0071,Subject D,0.8833
ENHS_SYN_0315,Grade 9,Section A,300,281,19,0.9367,0.0633,14,0.9067,0.9667,0.06,Subject D,0.9
ENHS_SYN_0316,Grade 9,Section A,300,282,18,0.94,0.06,18,0.9467,0.9333,-0.0133,Subject B,0.9167
ENHS_SYN_0317,Grade 9,Section A,300,282,18,0.94,0.06,16,0.9333,0.9467,0.0133,Subject E,0.8667
ENHS_SYN_0318,Grade 9,Section A,299,290,9,0.9699,0.0301,7,0.9664,0.9733,0.0069,Subject C,0.95
ENHS_SYN_0319,Grade 9,Section A,300,234,66,0.78,0.22,40,0.8067,0.7533,-0.0533,Subject D,0.7167
ENHS_SYN_0320,Grade 9,Section A,299,258,41,0.8629,0.1371,30,0.8725,0.8533,-0.0191,Subject A,0.8333
ENHS_SYN_0321,Grade 9,Section A,298,287,11,0.9631,0.0369,10,0.9732,0.953,-0.0201,Subject C,0.9492
ENHS_SYN_0322,Grade 9,Section A,299,284,15,0.9498,0.0502,14,0.9396,0.96,0.0204,Subject E,0.9167
ENHS_SYN_0323,Grade 9,Section A,300,256,44,0.8533,0.1467,32,0.8933,0.8133,-0.08,Subject B,0.7833
ENHS_SYN_0324,Grade 9,Section A,300,215,85,0.7167,0.2833,51,0.76,0.6733,-0.0867,Subject B,0.6833
ENHS_SYN_0325,Grade 9,Section A,298,268,30,0.8993,0.1007,26,0.8867,0.9122,0.0255,Subject E,0.8333
ENHS_SYN_0326,Grade 9,Section A,299,270,29,0.903,0.097,22,0.9067,0.8993,-0.0073,Subject D,0.8667
ENHS_SYN_0327,Grade 9,Section A,300,260,40,0.8667,0.1333,30,0.8267,0.9067,0.08,Subject B,0.8167
ENHS_SYN_0328,Grade 9,Section A,300,284,16,0.9467,0.0533,12,0.9267,0.9667,0.04,Subject E,0.8833
ENHS_SYN_0329,Grade 9,Section A,296,234,62,0.7905,0.2095,42,0.8108,0.7703,-0.0405,Subject D,0.7241
ENHS_SYN_0330,Grade 9,Section A,299,232,67,0.7759,0.2241,43,0.7248,0.8267,0.1018,Subject E,0.7
ENHS_SYN_0331,Grade 9,Section A,298,224,74,0.7517,0.2483,51,0.7517,0.7517,0.0,Subject A,0.7167
ENHS_SYN_0332,Grade 9,Section A,300,241,59,0.8033,0.1967,39,0.8133,0.7933,-0.02,Subject C,0.75
ENHS_SYN_0333,Grade 9,Section A,300,267,33,0.89,0.11,28,0.8933,0.8867,-0.0067,Subject E,0.8167
ENHS_SYN_0334,Grade 9,Section A,299,216,83,0.7224,0.2776,49,0.7651,0.68,-0.0851,Subject A,0.6833
ENHS_SYN_0335,Grade 9,Section A,300,292,8,0.9733,0.0267,8,0.9667,0.98,0.0133,Subject E,0.95
ENHS_SYN_0336,Grade 9,Section A,299,280,19,0.9365,0.0635,17,0.9128,0.96,0.0472,Subject E,0.8833
ENHS_SYN_0337,Grade 9,Section A,299,269,30,0.8997,0.1003,24,0.8658,0.9333,0.0676,Subject D,0.8644
ENHS_SYN_0338,Grade 9,Section A,300,276,24,0.92,0.08,20,0.9267,0.9133,-0.0133,Subject D,0.8667
ENHS_SYN_0339,Grade 9,Section A,300,256,44,0.8533,0.1467,34,0.8333,0.8733,0.04,Subject B,0.8167
ENHS_SYN_0340,Grade 9,Section A,300,266,34,0.8867,0.1133,28,0.8933,0.88,-0.0133,Subject A,0.85
ENHS_SYN_0341,Grade 9,Section A,299,227,72,0.7592,0.2408,46,0.7667,0.7517,-0.015,Subject C,0.7167
ENHS_SYN_0342,Grade 9,Section A,299,279,20,0.9331,0.0669,17,0.9128,0.9533,0.0406,Subject C,0.9167
ENHS_SYN_0343,Grade 9,Section A,300,219,81,0.73,0.27,48,0.7467,0.7133,-0.0333,Subject D,0.6167
ENHS_SYN_0344,Grade 9,Section A,300,232,68,0.7733,0.2267,45,0.7533,0.7933,0.04,Subject C,0.65
ENHS_SYN_0345,Grade 9,Section A,300,271,29,0.9033,0.0967,24,0.8933,0.9133,0.02,Subject B,0.8667
ENHS_SYN_0346,Grade 9,Section A,300,273,27,0.91,0.09,24,0.9,0.92,0.02,Subject D,0.85
ENHS_SYN_0347,Grade 9,Section A,300,249,51,0.83,0.17,38,0.8667,0.7933,-0.0733,Subject B,0.7833
ENHS_SYN_0348,Grade 9,Section A,300,247,53,0.8233,0.1767,36,0.7667,0.88,0.1133,Subject E,0.6833
ENHS_SYN_0349,Grade 9,Section A,299,267,32,0.893,0.107,27,0.8926,0.8933,0.0007,Subject A,0.8333
ENHS_SYN_0350,Grade 9,Section A,299,256,43,0.8562,0.1438,33,0.86,0.8523,-0.0077,Subject B,0.8167
ENHS_SYN_0351,Grade 9,Section B,299,272,27,0.9097,0.0903,23,0.906,0.9133,0.0073,Subject E,0.8667
ENHS_SYN_0352,Grade 9,Section B,299,253,46,0.8462,0.1538,33,0.84,0.8523,0.0123,Subject B,0.7833
ENHS_SYN_0353,Grade 9,Section B,298,266,32,0.8926,0.1074,26,0.8725,0.9128,0.0403,Subject B,0.85
ENHS_SYN_0354,Grade 9,Section B,299,280,19,0.9365,0.0635,17,0.94,0.9329,-0.0071,Subject E,0.9153
ENHS_SYN_0355,Grade 9,Section B,299,294,5,0.9833,0.0167,5,0.9933,0.9732,-0.0202,Subject E,0.95
ENHS_SYN_0356,Grade 9,Section B,299,236,63,0.7893,0.2107,44,0.7667,0.8121,0.0454,Subject E,0.75
ENHS_SYN_0357,Grade 9,Section B,300,225,75,0.75,0.25,48,0.7533,0.7467,-0.0067,Subject A,0.7
ENHS_SYN_0358,Grade 9,Section B,299,269,30,0.8997,0.1003,24,0.8926,0.9067,0.014,Subject E,0.8644
ENHS_SYN_0359,Grade 9,Section B,300,274,26,0.9133,0.0867,20,0.8867,0.94,0.0533,Subject B,0.8833
ENHS_SYN_0360,Grade 9,Section B,300,211,89,0.7033,0.2967,48,0.6667,0.74,0.0733,Subject C,0.5667
ENHS_SYN_0361,Grade 9,Section B,300,292,8,0.9733,0.0267,8,0.9667,0.98,0.0133,Subject E,0.9333
ENHS_SYN_0362,Grade 9,Section B,300,240,60,0.8,0.2,41,0.82,0.78,-0.04,Subject A,0.75
ENHS_SYN_0363,Grade 9,Section B,300,243,57,0.81,0.19,33,0.8,0.82,0.02,Subject C,0.75
ENHS_SYN_0364,Grade 9,Section B,300,270,30,0.9,0.1,24,0.9133,0.8867,-0.0267,Subject C,0.8833
ENHS_SYN_0365,Grade 9,Section B,299,287,12,0.9599,0.0401,10,0.9463,0.9733,0.027,Subject E,0.9167
ENHS_SYN_0366,Grade 9,Section B,300,266,34,0.8867,0.1133,27,0.8667,0.9067,0.04,Subject B,0.8667
ENHS_SYN_0367,Grade 9,Section B,300,281,19,0.9367,0.0633,16,0.9133,0.96,0.0467,Subject B,0.8833
ENHS_SYN_0368,Grade 9,Section B,300,266,34,0.8867,0.1133,28,0.8933,0.88,-0.0133,Subject B,0.8667
ENHS_SYN_0369,Grade 9,Section B,300,236,64,0.7867,0.2133,42,0.8,0.7733,-0.0267,Subject C,0.7667
ENHS_SYN_0370,Grade 9,Section B,299,247,52,0.8261,0.1739,36,0.8333,0.8188,-0.0145,Subject E,0.7667
ENHS_SYN_0371,Grade 9,Section B,300,242,58,0.8067,0.1933,41,0.8267,0.7867,-0.04,Subject A,0.7
ENHS_SYN_0372,Grade 9,Section B,299,229,70,0.7659,0.2341,41,0.7315,0.8,0.0685,Subject B,0.7333
ENHS_SYN_0373,Grade 9,Section B,300,295,5,0.9833,0.0167,5,0.98,0.9867,0.0067,Subject D,0.95
ENHS_SYN_0374,Grade 9,Section B,299,283,16,0.9465,0.0535,16,0.9463,0.9467,0.0004,Subject E,0.9167
ENHS_SYN_0375,Grade 9,Section B,300,278,22,0.9267,0.0733,18,0.9333,0.92,-0.0133,Subject E,0.8667
ENHS_SYN_0376,Grade 9,Section B,300,230,70,0.7667,0.2333,46,0.7733,0.76,-0.0133,Subject D,0.7
ENHS_SYN_0377,Grade 9,Section B,300,277,23,0.9233,0.0767,22,0.96,0.8867,-0.0733,Subject C,0.8833
ENHS_SYN_0378,Grade 9,Section B,299,243,56,0.8127,0.1873,38,0.82,0.8054,-0.0146,Subject B,0.7667
ENHS_SYN_0379,Grade 9,Section B,300,275,25,0.9167,0.0833,23,0.9267,0.9067,-0.02,Subject B,0.8833
ENHS_SYN_0380,Grade 9,Section B,300,252,48,0.84,0.16,33,0.8333,0.8467,0.0133,Subject D,0.8
ENHS_SYN_0381,Grade 9,Section B,300,226,74,0.7533,0.2467,49,0.7867,0.72,-0.0667,Subject D,0.6333
ENHS_SYN_0382,Grade 9,Section B,298,276,22,0.9262,0.0738,20,0.9396,0.9128,-0.0268,Subject A,0.85
ENHS_SYN_0383,Grade 9,Section B,298,278,20,0.9329,0.0671,18,0.9459,0.92,-0.0259,Subject A,0.8814
ENHS_SYN_0384,Grade 9,Section B,300,237,63,0.79,0.21,41,0.7667,0.8133,0.0467,Subject C,0.75
ENHS_SYN_0385,Grade 9,Section B,300,256,44,0.8533,0.1467,30,0.8933,0.8133,-0.08,Subject B,0.8167
ENHS_SYN_0386,Grade 9,Section B,300,285,15,0.95,0.05,14,0.9533,0.9467,-0.0067,Subject B,0.9167
ENHS_SYN_0387,Grade 9,Section B,299,287,12,0.9599,0.0401,10,0.96,0.9597,-0.0003,Subject C,0.9333
ENHS_SYN_0388,Grade 9,Section B,300,293,7,0.9767,0.0233,7,0.9667,0.9867,0.02,Subject E,0.9333
ENHS_SYN_0389,Grade 9,Section B,299,265,34,0.8863,0.1137,29,0.94,0.8322,-0.1078,Subject C,0.8305
ENHS_SYN_0390,Grade 9,Section B,298,275,23,0.9228,0.0772,19,0.9467,0.8986,-0.048,Subject C,0.8814
ENHS_SYN_0391,Grade 9,Section B,300,253,47,0.8433,0.1567,39,0.8267,0.86,0.0333,Subject D,0.8
ENHS_SYN_0392,Grade 9,Section B,300,286,14,0.9533,0.0467,13,0.96,0.9467,-0.0133,Subject E,0.9167
ENHS_SYN_0393,Grade 9,Section B,300,291,9,0.97,0.03,8,0.9667,0.9733,0.0067,Subject D,0.95
ENHS_SYN_0394,Grade 9,Section B,299,218,81,0.7291,0.2709,44,0.7667,0.6913,-0.0754,Subject D,0.661
ENHS_SYN_0395,Grade 9,Section B,300,241,59,0.8033,0.1967,41,0.7933,0.8133,0.02,Subject E,0.7667
ENHS_SYN_0396,Grade 9,Section B,300,250,50,0.8333,0.1667,38,0.86,0.8067,-0.0533,Subject D,0.8
ENHS_SYN_0397,Grade 9,Section B,300,268,32,0.8933,0.1067,26,0.88,0.9067,0.0267,Subject B,0.85
ENHS_SYN_0398,Grade 9,Section B,300,281,19,0.9367,0.0633,17,0.9267,0.9467,0.02,Subject B,0.8833
ENHS_SYN_0399,Grade 9,Section B,299,273,26,0.913,0.087,19,0.9195,0.9067,-0.0128,Subject E,0.8833
ENHS_SYN_0400,Grade 9,Section B,300,284,16,0.9467,0.0533,14,0.9533,0.94,-0.0133,Subject D,0.8833
ENHS_SYN_0401,Grade 9,Section C,299,226,73,0.7559,0.2441,44,0.78,0.7315,-0.0485,Subject D,0.6833
ENHS_SYN_0402,Grade 9,Section C,300,248,52,0.8267,0.1733,38,0.8067,0.8467,0.04,Subject C,0.75
ENHS_SYN_0403,Grade 9,Section C,299,265,34,0.8863,0.1137,29,0.906,0.8667,-0.0394,Subject D,0.8333
ENHS_SYN_0404,Grade 9,Section C,300,285,15,0.95,0.05,13,0.94,0.96,0.02,Subject A,0.9167
ENHS_SYN_0405,Grade 9,Section C,300,273,27,0.91,0.09,23,0.8733,0.9467,0.0733,Subject A,0.8833
ENHS_SYN_0406,Grade 9,Section C,298,213,85,0.7148,0.2852,45,0.6622,0.7667,0.1045,Subject A,0.65
ENHS_SYN_0407,Grade 9,Section C,299,260,39,0.8696,0.1304,32,0.8867,0.8523,-0.0343,Subject D,0.7966
ENHS_SYN_0408,Grade 9,Section C,298,271,27,0.9094,0.0906,26,0.8993,0.9195,0.0201,Subject A,0.8833
ENHS_SYN_0409,Grade 9,Section C,298,287,11,0.9631,0.0369,10,0.953,0.9732,0.0201,Subject C,0.9322
ENHS_SYN_0410,Grade 9,Section C,300,203,97,0.6767,0.3233,52,0.6467,0.7067,0.06,Subject D,0.6167
ENHS_SYN_0411,Grade 9,Section C,300,265,35,0.8833,0.1167,27,0.92,0.8467,-0.0733,Subject C,0.8667
ENHS_SYN_0412,Grade 9,Section C,299,293,6,0.9799,0.0201,6,0.9732,0.9867,0.0135,Subject C,0.95
ENHS_SYN_0413,Grade 9,Section C,300,256,44,0.8533,0.1467,33,0.8333,0.8733,0.04,Subject A,0.8167
ENHS_SYN_0414,Grade 9,Section C,300,271,29,0.9033,0.0967,25,0.9333,0.8733,-0.06,Subject D,0.8333
ENHS_SYN_0415,Grade 9,Section C,300,260,40,0.8667,0.1333,32,0.8733,0.86,-0.0133,Subject E,0.8333
ENHS_SYN_0416,Grade 9,Section C,300,244,56,0.8133,0.1867,37,0.84,0.7867,-0.0533,Subject B,0.7167
ENHS_SYN_0417,Grade 9,Section C,300,203,97,0.6767,0.3233,54,0.6867,0.6667,-0.02,Subject D,0.6167
ENHS_SYN_0418,Grade 9,Section C,300,258,42,0.86,0.14,33,0.88,0.84,-0.04,Subject D,0.8167
ENHS_SYN_0419,Grade 9,Section C,300,286,14,0.9533,0.0467,11,0.9467,0.96,0.0133,Subject E,0.9167
ENHS_SYN_0420,Grade 9,Section C,299,268,31,0.8963,0.1037,28,0.8933,0.8993,0.006,Subject C,0.8333
ENHS_SYN_0421,Grade 9,Section C,300,233,67,0.7767,0.2233,43,0.82,0.7333,-0.0867,Subject B,0.75
ENHS_SYN_0422,Grade 9,Section C,299,288,11,0.9632,0.0368,9,0.9867,0.9396,-0.0471,Subject A,0.95
ENHS_SYN_0423,Grade 9,Section C,300,258,42,0.86,0.14,37,0.8933,0.8267,-0.0667,Subject C,0.7333
ENHS_SYN_0424,Grade 9,Section C,300,270,30,0.9,0.1,27,0.9067,0.8933,-0.0133,Subject E,0.8333
ENHS_SYN_0425,Grade 9,Section C,300,289,11,0.9633,0.0367,10,0.9533,0.9733,0.02,Subject E,0.9333
ENHS_SYN_0426,Grade 9,Section C,299,228,71,0.7625,0.2375,47,0.7867,0.7383,-0.0484,Subject C,0.7167
ENHS_SYN_0427,Grade 9,Section C,299,280,19,0.9365,0.0635,17,0.94,0.9329,-0.0071,Subject A,0.9167
ENHS_SYN_0428,Grade 9,Section C,299,230,69,0.7692,0.2308,44,0.8,0.7383,-0.0617,Subject E,0.7
ENHS_SYN_0429,Grade 9,Section C,298,277,21,0.9295,0.0705,19,0.9396,0.9195,-0.0201,Subject E,0.8833
ENHS_SYN_0430,Grade 9,Section C,300,275,25,0.9167,0.0833,21,0.9067,0.9267,0.02,Subject D,0.8667
