Student_ID,Subject,Subject_Total_Sessions,Subject_Present_Count,Subject_Absence_Count,Subject_Attendance_Rate
ENHS_SYN_0101,Subject B,60,48,12,0.8
ENHS_SYN_0101,Subject C,60,45,15,0.75
ENHS_SYN_0101,Subject D,60,45,15,0.75
ENHS_SYN_0101,Subject E,60,42,18,0.7
ENHS_SYN_0102,Subject A,60,49,11,0.8167
ENHS_SYN_0102,Subject B,60,48,12,0.8
ENHS_SYN_0102,Subject C,60,52,8,0.8667
ENHS_SYN_0102,Subject D,60,49,11,0.8167
ENHS_SYN_0102,Subject E,60,51,9,0.85
ENHS_SYN_0103,Subject A,60,52,8,0.8667
ENHS_SYN_0103,Subject B,60,49,11,0.8167
ENHS_SYN_0103,Subject C,59,47,12,0.7966
ENHS_SYN_0103,Subject D,60,49,11,0.8167
ENHS_SYN_0103,Subject E,60,46,14,0.7667
ENHS_SYN_0104,Subject A,59,55,4,0.9322
ENHS_SYN_0104,Subject B,59,55,4,0.9322
ENHS_SYN_0104,Subject C,60,55,5,0.9167
ENHS_SYN_0104,Subject D,60,50,10,0.8333
ENHS_SYN_0104,Subject E,60,52,8,0.8667
ENHS_SYN_0105,Subject A,60,50,10,0.8333
ENHS_SYN_0105,Subject B,60,48,12,0.8
ENHS_SYN_0105,Subject C,60,53,7,0.8833
ENHS_SYN_0105,Subject D,59,47,12,0.7966
ENHS_SYN_0105,Subject E,59,50,9,0.8475
ENHS_SYN_0106,Subject A,60,56,4,0.9333
ENHS_SYN_0106,Subject B,60,55,5,0.9167
ENHS_SYN_0106,Subject C,60,51,9,0.85
ENHS_SYN_0106,Subject D,60,56,4,0.9333
ENHS_SYN_0106,Subject E,59,52,7,0.8814
ENHS_SYN_0107,Subject A,60,52,8,0.8667
ENHS_SYN_0107,Subject B,60,57,3,0.95
ENHS_SYN_0107,Subject C,60,54,6,0.9
ENHS_SYN_0107,Subject D,60,55,5,0.9167
ENHS_SYN_0107,Subject E,60,51,9,0.85
ENHS_SYN_0108,Subject A,60,52,8,0.8667
ENHS_SYN_0108,Subject B,60,50,10,0.8333
ENHS_SYN_0108,Subject C,60,53,7,0.8833
ENHS_SYN_0108,Subject D,60,57,3,0.95
ENHS_SYN_0108,Subject E,60,52,8,0.8667
ENHS_SYN_0109,Subject A,60,59,1,0.9833
ENHS_SYN_0109,Subject B,60,56,4,0.9333
ENHS_SYN_0109,Subject C,60,54,6,0.9
ENHS_SYN_0109,Subject D,60,55,5,0.9167
ENHS_SYN_0109,Subject E,60,52,8,0.8667
ENHS_SYN_0110,Subject A,60,48,12,0.8
ENHS_SYN_0110,Subject B,60,45,15,0.75
ENHS_SYN_0110,Subject C,60,45,15,0.75
ENHS_SYN_0110,Subject D,60,47,13,0.7833
ENHS_SYN_0110,Subject E,60,50,10,0.8333
ENHS_SYN_0111,Subject A,60,50,10,0.8333
ENHS_SYN_0111,Subject B,60,47,13,0.7833
ENHS_SYN_0111,Subject C,60,47,13,0.7833
ENHS_SYN_0111,Subject D,60,46,14,0.7667
ENHS_SYN_0111,Subject E,60,43,17,0.7167
ENHS_SYN_0112,Subject A,60,58,2,0.9667
ENHS_SYN_0112,Subject B,60,59,1,0.9833
ENHS_SYN_0112,Subject C,60,58,2,0.9667
ENHS_SYN_0112,Subject D,60,54,6,0.9
ENHS_SYN_0112,Subject E,60,56,4,0.9333
ENHS_SYN_0113,Subject A,60,57,3,0.95
ENHS_SYN_0113,Subject B,60,53,7,0.8833
ENHS_SYN_0113,Subject C,60,53,7,0.8833
ENHS_SYN_0113,Subject D,60,55,5,0.9167
ENHS_SYN_0113,Subject E,60,56,4,0.9333
ENHS_SYN_0114,Subject A,59,59,0,1.0
ENHS_SYN_0114,Subject B,60,60,0,1.0
ENHS_SYN_0114,Subject C,60,59,1,0.9833
ENHS_SYN_0114,Subject D,59,55,4,0.9322
ENHS_SYN_0114,Subject E,60,57,3,0.95
ENHS_SYN_0115,Subject A,60,57,3,0.95
ENHS_SYN_0115,Subject B,60,59,1,0.9833
ENHS_SYN_0115,Subject C,60,59,1,0.9833
ENHS_SYN_0115,Subject D,60,59,1,0.9833
ENHS_SYN_0115,Subject E,59,57,2,0.9661
ENHS_SYN_0116,Subject A,60,54,6,0.9
ENHS_SYN_0116,Subject B,60,54,6,0.9
ENHS_SYN_0116,Subject C,60,57,3,0.95
ENHS_SYN_0116,Subject D,60,51,9,0.85
ENHS_SYN_0116,Subject E,60,57,3,0.95
ENHS_SYN_0117,Subject A,60,59,1,0.9833
ENHS_SYN_0117,Subject B,60,55,5,0.9167
ENHS_SYN_0117,Subject C,60,53,7,0.8833
ENHS_SYN_0117,Subject D,60,56,4,0.9333
ENHS_SYN_0117,Subject E,60,56,4,0.9333
ENHS_SYN_0118,Subject A,60,45,15,0.75
ENHS_SYN_0118,Subject B,60,47,13,0.7833
ENHS_SYN_0118,Subject C,60,45,15,0.75
ENHS_SYN_0118,Subject D,60,47,13,0.7833
ENHS_SYN_0118,Subject E,60,44,16,0.7333
ENHS_SYN_0119,Subject A,60,54,6,0.9
ENHS_SYN_0119,Subject B,60,57,3,0.95
ENHS_SYN_0119,Subject C,60,56,4,0.9333
ENHS_SYN_0119,Subject D,60,54,6,0.9
ENHS_SYN_0119,Subject E,60,54,6,0.9
ENHS_SYN_0120,Subject A,60,55,5,0.9167
ENHS_SYN_0120,Subject B,59,55,4,0.9322
ENHS_SYN_0120,Subject C,60,52,8,0.8667
ENHS_SYN_0120,Subject D,60,54,6,0.9
ENHS_SYN_0120,Subject E,60,53,7,0.8833
ENHS_SYN_0121,Subject A,60,55,5,0.9167
ENHS_SYN_0121,Subject B,60,56,4,0.9333
ENHS_SYN_0121,Subject C,60,60,0,1.0
ENHS_SYN_0121,Subject D,60,59,1,0.9833
ENHS_SYN_0121,Subject E,59,55,4,0.9322
ENHS_SYN_0122,Subject A,59,55,4,0.9322
ENHS_SYN_0122,Subject B,59,54,5,0.9153
ENHS_SYN_0122,Subject C,60,55,5,0.9167
ENHS_SYN_0122,Subject D,60,56,4,0.9333
ENHS_SYN_0122,Subject E,60,55,5,0.9167
ENHS_SYN_0123,Subject A,60,52,8,0.8667
ENHS_SYN_0123,Subject B,60,48,12,0.8
ENHS_SYN_0123,Subject C,59,56,3,0.9492
ENHS_SYN_0123,Subject D,59,49,10,0.8305
ENHS_SYN_0123,Subject E,60,46,14,0.7667
ENHS_SYN_0124,Subject A,60,58,2,0.9667
ENHS_SYN_0124,Subject B,60,59,1,0.9833
ENHS_SYN_0124,Subject C,59,59,0,1.0
ENHS_SYN_0124,Subject D,60,59,1,0.9833
ENHS_SYN_0124,Subject E,60,58,2,0.9667
ENHS_SYN_0125,Subject A,60,58,2,0.9667
ENHS_SYN_0125,Subject B,60,60,0,1.0
ENHS_SYN_0125,Subject C,60,58,2,0.9667
ENHS_SYN_0125,Subject D,59,57,2,0.9661
ENHS_SYN_0125,Subject E,60,58,2,0.9667
ENHS_SYN_0126,Subject A,60,45,15,0.75
ENHS_SYN_0126,Subject B,60,41,19,0.6833
ENHS_SYN_0126,Subject C,60,48,12,0.8
ENHS_SYN_0126,Subject D,60,43,17,0.7167
ENHS_SYN_0126,Subject E,60,44,16,0.7333
ENHS_SYN_0127,Subject A,60,43,17,0.7167
ENHS_SYN_0127,Subject B,60,39,21,0.65
ENHS_SYN_0127,Subject C,59,43,16,0.7288
ENHS_SYN_0127,Subject D,60,43,17,0.7167
ENHS_SYN_0127,Subject E,60,46,14,0.7667
ENHS_SYN_0128,Subject A,60,53,7,0.8833
ENHS_SYN_0128,Subject B,60,49,11,0.8167
ENHS_SYN_0128,Subject C,60,47,13,0.7833
ENHS_SYN_0128,Subject D,60,41,19,0.6833
ENHS_SYN_0128,Subject E,60,42,18,0.7
ENHS_SYN_0129,Subject A,60,55,5,0.9167
ENHS_SYN_0129,Subject B,60,51,9,0.85
ENHS_SYN_0129,Subject C,60,50,10,0.8333
ENHS_SYN_0129,Subject D,60,53,7,0.8833
ENHS_SYN_0129,Subject E,60,51,9,0.85
ENHS_SYN_0130,Subject A,60,57,3,0.95
ENHS_SYN_0130,Subject B,60,55,5,0.9167
ENHS_SYN_0130,Subject C,60,53,7,0.8833
ENHS_SYN_0130,Subject D,60,54,6,0.9
ENHS_SYN_0130,Subject E,60,56,4,0.9333
ENHS_SYN_0131,Subject A,60,49,11,0.8167
ENHS_SYN_0131,Subject B,60,52,8,0.8667
ENHS_SYN_0131,Subject C,60,48,12,0.8
ENHS_SYN_0131,Subject D,59,45,14,0.7627
ENHS_SYN_0131,Subject E,60,45,15,0.75
ENHS_SYN_0132,Subject A,60,50,10,0.8333
ENHS_SYN_0132,Subject B,60,51,9,0.85
ENHS_SYN_0132,Subject C,60,51,9,0.85
ENHS_SYN_0132,Subject D,60,51,9,0.85
ENHS_SYN_0132,Subject E,60,47,13,0.7833
ENHS_SYN_0133,Subject A,60,57,3,0.95
ENHS_SYN_0133,Subject B,60,56,4,0.9333
ENHS_SYN_0133,Subject C,59,52,7,0.8814
ENHS_SYN_0133,Subject D,60,54,6,0.9
ENHS_SYN_0133,Subject E,60,54,6,0.9
ENHS_SYN_0134,Subject A,60,55,5,0.9167
ENHS_SYN_0134,Subject B,60,54,6,0.9
ENHS_SYN_0134,Subject C,60,56,4,0.9333
ENHS_SYN_0134,Subject D,60,53,7,0.8833
ENHS_SYN_0134,Subject E,59,52,7,0.8814
ENHS_SYN_0135,Subject A,60,55,5,0.9167
ENHS_SYN_0135,Subject B,60,48,12,0.8
ENHS_SYN_0135,Subject C,60,54,6,0.9
ENHS_SYN_0135,Subject D,60,52,8,0.8667
ENHS_SYN_0135,Subject E,60,51,9,0.85
ENHS_SYN_0136,Subject A,60,54,6,0.9
ENHS_SYN_0136,Subject B,60,55,5,0.9167
ENHS_SYN_0136,Subject C,60,58,2,0.9667
ENHS_SYN_0136,Subject D,60,56,4,0.9333
ENHS_SYN_0136,Subject E,60,50,10,0.8333
ENHS_SYN_0137,Subject A,59,53,6,0.8983
ENHS_SYN_0137,Subject B,60,59,1,0.9833
ENHS_SYN_0137,Subject C,60,54,6,0.9
ENHS_SYN_0137,Subject D,60,50,10,0.8333
ENHS_SYN_0137,Subject E,60,53,7,0.8833
ENHS_SYN_0138,Subject A,59,42,17,0.7119
ENHS_SYN_0138,Subject B,60,45,15,0.75
ENHS_SYN_0138,Subject C,60,45,15,0.75
ENHS_SYN_0138,Subject D,60,42,18,0.7
ENHS_SYN_0138,Subject E,59,39,20,0.661
ENHS_SYN_0139,Subject A,60,50,10,0.8333
ENHS_SYN_0139,Subject B,60,52,8,0.8667
ENHS_SYN_0139,Subject C,60,55,5,0.9167
ENHS_SYN_0139,Subject D,60,55,5,0.9167
ENHS_SYN_0139,Subject E,59,50,9,0.8475
ENHS_SYN_0140,Subject A,60,56,4,0.9333
ENHS_SYN_0140,Subject B,60,57,3,0.95
ENHS_SYN_0140,Subject C,60,57,3,0.95
ENHS_SYN_0140,Subject D,60,58,2,0.9667
ENHS_SYN_0140,Subject E,60,57,3,0.95
ENHS_SYN_0141,Subject A,60,57,3,0.95
ENHS_SYN_0141,Subject B,60,55,5,0.9167
ENHS_SYN_0141,Subject C,60,57,3,0.95
ENHS_SYN_0141,Subject D,60,54,6,0.9
ENHS_SYN_0141,Subject E,60,50,10,0.8333
ENHS_SYN_0142,Subject A,60,46,14,0.7667
ENHS_SYN_0142,Subject B,59,49,10,0.8305
ENHS_SYN_0142,Subject C,60,49,11,0.8167
ENHS_SYN_0142,Subject D,60,48,12,0.8
ENHS_SYN_0142,Subject E,60,51,9,0.85
ENHS_SYN_0143,Subject A,60,51,9,0.85
ENHS_SYN_0143,Subject B,60,47,13,0.7833
ENHS_SYN_0143,Subject C,59,52,7,0.8814
ENHS_SYN_0143,Subject D,60,56,4,0.9333
ENHS_SYN_0143,Subject E,59,49,10,0.8305
ENHS_SYN_0144,Subject A,60,46,14,0.7667
ENHS_SYN_0144,Subject B,60,50,10,0.8333
ENHS_SYN_0144,Subject C,60,49,11,0.8167
ENHS_SYN_0144,Subject D,59,47,12,0.7966
ENHS_SYN_0144,Subject E,60,52,8,0.8667
ENHS_SYN_0145,Subject A,60,57,3,0.95
ENHS_SYN_0145,Subject B,60,60,0,1.0
ENHS_SYN_0145,Subject C,60,59,1,0.9833
ENHS_SYN_0145,Subject D,60,51,9,0.85
ENHS_SYN_0145,Subject E,60,56,4,0.9333
ENHS_SYN_0146,Subject A,60,60,0,1.0
ENHS_SYN_0146,Subject B,60,60,0,1.0
ENHS_SYN_0146,Subject C,60,58,2,0.9667
ENHS_SYN_0146,Subject D,60,56,4,0.9333
ENHS_SYN_0146,Subject E,58,53,5,0.9138
ENHS_SYN_0147,Subject A,60,49,11,0.8167
ENHS_SYN_0147,Subject B,60,54,6,0.9
ENHS_SYN_0147,Subject C,60,54,6,0.9
ENHS_SYN_0147,Subject D,60,52,8,0.8667
ENHS_SYN_0147,Subject E,60,50,10,0.8333
ENHS_SYN_0148,Subject A,60,49,11,0.8167
ENHS_SYN_0148,Subject B,60,51,9,0.85
ENHS_SYN_0148,Subject C,60,50,10,0.8333
ENHS_SYN_0148,Subject D,60,48,12,0.8
ENHS_SYN_0148,Subject E,60,46,14,0.7667
ENHS_SYN_0149,Subject A,60,54,6,0.9
ENHS_SYN_0149,Subject B,60,58,2,0.9667
ENHS_SYN_0149,Subject C,58,51,7,0.8793
ENHS_SYN_0149,Subject D,60,54,6,0.9
ENHS_SYN_0149,Subject E,60,54,6,0.9
ENHS_SYN_0150,Subject A,60,42,18,0.7
ENHS_SYN_0150,Subject B,60,43,17,0.7167
ENHS_SYN_0150,Subject C,60,46,14,0.7667
ENHS_SYN_0150,Subject D,60,47,13,0.7833
ENHS_SYN_0150,Subject E,60,40,20,0.6667
ENHS_SYN_0151,Subject A,60,49,11,0.8167
ENHS_SYN_0151,Subject B,59,50,9,0.8475
ENHS_SYN_0151,Subject C,60,55,5,0.9167
ENHS_SYN_0151,Subject D,60,51,9,0.85
ENHS_SYN_0151,Subject E,60,50,10,0.8333
ENHS_SYN_0152,Subject A,60,51,9,0.85
ENHS_SYN_0152,Subject B,60,54,6,0.9
ENHS_SYN_0152,Subject C,60,49,11,0.8167
ENHS_SYN_0152,Subject D,60,40,20,0.6667
ENHS_SYN_0152,Subject E,60,49,11,0.8167
ENHS_SYN_0153,Subject A,60,54,6,0.9
ENHS_SYN_0153,Subject B,60,52,8,0.8667
ENHS_SYN_0153,Subject C,60,53,7,0.8833
ENHS_SYN_0153,Subject D,60,57,3,0.95
ENHS_SYN_0153,Subject E,60,56,4,0.9333
ENHS_SYN_0154,Subject A,60,47,13,0.7833
ENHS_SYN_0154,Subject B,60,51,9,0.85
ENHS_SYN_0154,Subject C,60,46,14,0.7667
ENHS_SYN_0154,Subject D,60,52,8,0.8667
ENHS_SYN_0154,Subject E,60,51,9,0.85
ENHS_SYN_0155,Subject A,60,51,9,0.85
ENHS_SYN_0155,Subject B,60,46,14,0.7667
ENHS_SYN_0155,Subject C,60,51,9,0.85
ENHS_SYN_0155,Subject D,60,48,12,0.8
ENHS_SYN_0155,Subject E,60,51,9,0.85
ENHS_SYN_0156,Subject A,59,54,5,0.9153
ENHS_SYN_0156,Subject B,60,56,4,0.9333
ENHS_SYN_0156,Subject C,59,54,5,0.9153
ENHS_SYN_0156,Subject D,59,56,3,0.9492
ENHS_SYN_0156,Subject E,60,54,6,0.9
ENHS_SYN_0157,Subject A,60,53,7,0.8833
ENHS_SYN_0157,Subject B,60,58,2,0.9667
ENHS_SYN_0157,Subject C,60,56,4,0.9333
ENHS_SYN_0157,Subject D,59,56,3,0.9492
ENHS_SYN_0157,Subject E,60,54,6,0.9
ENHS_SYN_0158,Subject A,60,50,10,0.8333
ENHS_SYN_0158,Subject B,60,52,8,0.8667
ENHS_SYN_0158,Subject C,60,53,7,0.8833
ENHS_SYN_0158,Subject D,59,48,11,0.8136
ENHS_SYN_0158,Subject E,60,56,4,0.9333
ENHS_SYN_0159,Subject A,60,53,7,0.8833
ENHS_SYN_0159,Subject B,60,53,7,0.8833
ENHS_SYN_0159,Subject C,60,55,5,0.9167
ENHS_SYN_0159,Subject D,60,55,5,0.9167
ENHS_SYN_0159,Subject E,60,56,4,0.9333
ENHS_SYN_0160,Subject A,60,49,11,0.8167
ENHS_SYN_0160,Subject B,60,50,10,0.8333
ENHS_SYN_0160,Subject C,60,52,8,0.8667
ENHS_SYN_0160,Subject D,60,49,11,0.8167
ENHS_SYN_0160,Subject E,60,49,11,0.8167
ENHS_SYN_0161,Subject A,60,60,0,1.0
ENHS_SYN_0161,Subject B,60,57,3,0.95
ENHS_SYN_0161,Subject C,60,59,1,0.9833
ENHS_SYN_0161,Subject D,59,55,4,0.9322
ENHS_SYN_0161,Subject E,60,54,6,0.9
ENHS_SYN_0162,Subject A,60,43,17,0.7167
ENHS_SYN_0162,Subject B,60,41,19,0.6833
ENHS_SYN_0162,Subject C,60,50,10,0.8333
ENHS_SYN_0162,Subject D,60,35,25,0.5833
ENHS_SYN_0162,Subject E,60,41,19,0.6833
ENHS_SYN_0163,Subject A,60,58,2,0.9667
ENHS_SYN_0163,Subject B,60,54,6,0.9
ENHS_SYN_0163,Subject C,60,56,4,0.9333
ENHS_SYN_0163,Subject D,60,55,5,0.9167
ENHS_SYN_0163,Subject E,60,51,9,0.85
ENHS_SYN_0164,Subject A,60,56,4,0.9333
ENHS_SYN_0164,Subject B,60,59,1,0.9833
ENHS_SYN_0164,Subject C,60,60,0,1.0
ENHS_SYN_0164,Subject D,60,54,6,0.9
ENHS_SYN_0164,Subject E,60,55,5,0.9167
ENHS_SYN_0165,Subject A,60,46,14,0.7667
ENHS_SYN_0165,Subject B,60,44,16,0.7333
ENHS_SYN_0165,Subject C,60,48,12,0.8
ENHS_SYN_0165,Subject D,60,48,12,0.8
ENHS_SYN_0165,Subject E,60,52,8,0.8667
ENHS_SYN_0166,Subject A,60,56,4,0.9333
ENHS_SYN_0166,Subject B,60,59,1,0.9833
ENHS_SYN_0166,Subject C,60,57,3,0.95
ENHS_SYN_0166,Subject D,60,56,4,0.9333
ENHS_SYN_0166,Subject E,60,48,12,0.8
ENHS_SYN_0167,Subject A,60,55,5,0.9167
ENHS_SYN_0167,Subject B,60,57,3,0.95
ENHS_SYN_0167,Subject C,60,56,4,0.9333
ENHS_SYN_0167,Subject D,60,53,7,0.8833
ENHS_SYN_0167,Subject E,59,55,4,0.9322
ENHS_SYN_0168,Subject A,60,50,10,0.8333
ENHS_SYN_0168,Subject B,60,37,23,0.6167
ENHS_SYN_0168,Subject C,59,48,11,0.8136
ENHS_SYN_0168,Subject D,60,45,15,0.75
ENHS_SYN_0168,Subject E,59,43,16,0.7288
ENHS_SYN_0169,Subject A,59,50,9,0.8475
ENHS_SYN_0169,Subject B,60,52,8,0.8667
ENHS_SYN_0169,Subject C,60,49,11,0.8167
ENHS_SYN_0169,Subject D,60,48,12,0.8
ENHS_SYN_0169,Subject E,60,49,11,0.8167
ENHS_SYN_0170,Subject A,60,58,2,0.9667
ENHS_SYN_0170,Subject B,60,57,3,0.95
ENHS_SYN_0170,Subject C,59,52,7,0.8814
ENHS_SYN_0170,Subject D,60,57,3,0.95
ENHS_SYN_0170,Subject E,59,57,2,0.9661
ENHS_SYN_0171,Subject A,60,57,3,0.95
ENHS_SYN_0171,Subject B,60,50,10,0.8333
ENHS_SYN_0171,Subject C,60,54,6,0.9
ENHS_SYN_0171,Subject D,60,53,7,0.8833
ENHS_SYN_0171,Subject E,60,51,9,0.85
ENHS_SYN_0172,Subject A,60,44,16,0.7333
ENHS_SYN_0172,Subject B,60,48,12,0.8
ENHS_SYN_0172,Subject C,60,44,16,0.7333
ENHS_SYN_0172,Subject D,60,50,10,0.8333
ENHS_SYN_0172,Subject E,60,45,15,0.75
ENHS_SYN_0173,Subject A,60,46,14,0.7667
ENHS_SYN_0173,Subject B,60,47,13,0.7833
ENHS_SYN_0173,Subject C,60,42,18,0.7
ENHS_SYN_0173,Subject D,60,47,13,0.7833
ENHS_SYN_0173,Subject E,60,45,15,0.75
ENHS_SYN_0174,Subject A,60,52,8,0.8667
ENHS_SYN_0174,Subject B,60,55,5,0.9167
ENHS_SYN_0174,Subject C,60,48,12,0.8
ENHS_SYN_0174,Subject D,60,55,5,0.9167
ENHS_SYN_0174,Subject E,60,53,7,0.8833
ENHS_SYN_0175,Subject A,60,47,13,0.7833
ENHS_SYN_0175,Subject B,60,51,9,0.85
ENHS_SYN_0175,Subject C,60,47,13,0.7833
ENHS_SYN_0175,Subject D,60,51,9,0.85
ENHS_SYN_0175,Subject E,60,45,15,0.75
ENHS_SYN_0176,Subject A,60,55,5,0.9167
ENHS_SYN_0176,Subject B,60,56,4,0.9333
ENHS_SYN_0176,Subject C,60,53,7,0.8833
ENHS_SYN_0176,Subject D,60,56,4,0.9333
ENHS_SYN_0176,Subject E,60,53,7,0.8833
ENHS_SYN_0177,Subject A,60,50,10,0.8333
ENHS_SYN_0177,Subject B,60,50,10,0.8333
ENHS_SYN_0177,Subject C,60,52,8,0.8667
ENHS_SYN_0177,Subject D,60,54,6,0.9
ENHS_SYN_0177,Subject E,60,48,12,0.8
ENHS_SYN_0178,Subject A,60,56,4,0.9333
ENHS_SYN_0178,Subject B,60,50,10,0.8333
ENHS_SYN_0178,Subject C,60,52,8,0.8667
ENHS_SYN_0178,Subject D,60,50,10,0.8333
ENHS_SYN_0178,Subject E,60,53,7,0.8833
ENHS_SYN_0179,Subject A,60,55,5,0.9167
ENHS_SYN_0179,Subject B,60,53,7,0.8833
ENHS_SYN_0179,Subject C,60,52,8,0.8667
ENHS_SYN_0179,Subject D,60,47,13,0.7833
ENHS_SYN_0179,Subject E,59,51,8,0.8644
ENHS_SYN_0180,Subject A,59,52,7,0.8814
ENHS_SYN_0180,Subject B,60,54,6,0.9
ENHS_SYN_0180,Subject C,60,49,11,0.8167
ENHS_SYN_0180,Subject D,59,51,8,0.8644
ENHS_SYN_0180,Subject E,60,50,10,0.8333
ENHS_SYN_0181,Subject A,59,56,3,0.9492
ENHS_SYN_0181,Subject B,60,58,2,0.9667
ENHS_SYN_0181,Subject C,60,57,3,0.95
ENHS_SYN_0181,Subject D,60,58,2,0.9667
ENHS_SYN_0181,Subject E,60,60,0,1.0
ENHS_SYN_0182,Subject A,60,45,15,0.75
ENHS_SYN_0182,Subject B,60,48,12,0.8
ENHS_SYN_0182,Subject C,60,42,18,0.7
ENHS_SYN_0182,Subject D,60,45,15,0.75
ENHS_SYN_0182,Subject E,60,50,10,0.8333
ENHS_SYN_0183,Subject A,60,57,3,0.95
ENHS_SYN_0183,Subject B,60,57,3,0.95
ENHS_SYN_0183,Subject C,60,56,4,0.9333
ENHS_SYN_0183,Subject D,60,55,5,0.9167
ENHS_SYN_0183,Subject E,60,59,1,0.9833
ENHS_SYN_0184,Subject A,60,41,19,0.6833
ENHS_SYN_0184,Subject B,60,46,14,0.7667
ENHS_SYN_0184,Subject C,60,48,12,0.8
ENHS_SYN_0184,Subject D,60,41,19,0.6833
ENHS_SYN_0184,Subject E,60,42,18,0.7
ENHS_SYN_0185,Subject A,59,46,13,0.7797
ENHS_SYN_0185,Subject B,60,48,12,0.8
ENHS_SYN_0185,Subject C,60,42,18,0.7
ENHS_SYN_0185,Subject D,60,53,7,0.8833
ENHS_SYN_0185,Subject E,60,47,13,0.7833
ENHS_SYN_0186,Subject A,60,50,10,0.8333
ENHS_SYN_0186,Subject B,60,52,8,0.8667
ENHS_SYN_0186,Subject C,60,47,13,0.7833
ENHS_SYN_0186,Subject D,60,48,12,0.8
ENHS_SYN_0186,Subject E,60,51,9,0.85
ENHS_SYN_0187,Subject A,60,56,4,0.9333
ENHS_SYN_0187,Subject B,60,56,4,0.9333
ENHS_SYN_0187,Subject C,60,58,2,0.9667
ENHS_SYN_0187,Subject D,60,56,4,0.9333
ENHS_SYN_0187,Subject E,60,56,4,0.9333
ENHS_SYN_0188,Subject A,60,53,7,0.8833
ENHS_SYN_0188,Subject B,60,54,6,0.9
ENHS_SYN_0188,Subject C,60,48,12,0.8
ENHS_SYN_0188,Subject D,60,53,7,0.8833
ENHS_SYN_0188,Subject E,60,58,2,0.9667
ENHS_SYN_0189,Subject A,60,40,20,0.6667
ENHS_SYN_0189,Subject B,60,52,8,0.8667
ENHS_SYN_0189,Subject C,60,40,20,0.6667
ENHS_SYN_0189,Subject D,60,50,10,0.8333
ENHS_SYN_0189,Subject E,60,41,19,0.6833
ENHS_SYN_0190,Subject A,60,46,14,0.7667
ENHS_SYN_0190,Subject B,60,49,11,0.8167
ENHS_SYN_0190,Subject C,60,46,14,0.7667
ENHS_SYN_0190,Subject D,60,47,13,0.7833
ENHS_SYN_0190,Subject E,60,45,15,0.75
ENHS_SYN_0191,Subject A,60,57,3,0.95
ENHS_SYN_0191,Subject B,60,59,1,0.9833
ENHS_SYN_0191,Subject C,59,58,1,0.9831
ENHS_SYN_0191,Subject D,60,57,3,0.95
ENHS_SYN_0191,Subject E,60,58,2,0.9667
ENHS_SYN_0192,Subject A,60,56,4,0.9333
ENHS_SYN_0192,Subject B,60,57,3,0.95
ENHS_SYN_0192,Subject C,60,56,4,0.9333
ENHS_SYN_0192,Subject D,59,54,5,0.9153
ENHS_SYN_0192,Subject E,60,51,9,0.85
ENHS_SYN_0193,Subject A,60,53,7,0.8833
ENHS_SYN_0193,Subject B,60,53,7,0.8833
ENHS_SYN_0193,Subject C,60,57,3,0.95
ENHS_SYN_0193,Subject D,60,54,6,0.9
ENHS_SYN_0193,Subject E,60,48,12,0.8
ENHS_SYN_0194,Subject A,60,59,1,0.9833
ENHS_SYN_0194,Subject B,60,57,3,0.95
ENHS_SYN_0194,Subject C,60,55,5,0.9167
ENHS_SYN_0194,Subject D,60,48,12,0.8
ENHS_SYN_0194,Subject E,60,56,4,0.9333
ENHS_SYN_0195,Subject A,60,49,11,0.8167
ENHS_SYN_0195,Subject B,60,50,10,0.8333
ENHS_SYN_0195,Subject C,60,50,10,0.8333
ENHS_SYN_0195,Subject D,59,47,12,0.7966
ENHS_SYN_0195,Subject E,60,48,12,0.8
ENHS_SYN_0196,Subject A,60,52,8,0.8667
ENHS_SYN_0196,Subject B,60,56,4,0.9333
ENHS_SYN_0196,Subject C,60,54,6,0.9
ENHS_SYN_0196,Subject D,60,54,6,0.9
ENHS_SYN_0196,Subject E,60,52,8,0.8667
ENHS_SYN_0197,Subject A,60,57,3,0.95
ENHS_SYN_0197,Subject B,60,58,2,0.9667
ENHS_SYN_0197,Subject C,60,56,4,0.9333
ENHS_SYN_0197,Subject D,60,53,7,0.8833
ENHS_SYN_0197,Subject E,60,53,7,0.8833
ENHS_SYN_0198,Subject A,60,53,7,0.8833
ENHS_SYN_0198,Subject B,60,48,12,0.8
ENHS_SYN_0198,Subject C,60,49,11,0.8167
ENHS_SYN_0198,Subject D,60,52,8,0.8667
ENHS_SYN_0198,Subject E,60,45,15,0.75
ENHS_SYN_0199,Subject A,60,57,3,0.95
ENHS_SYN_0199,Subject B,60,57,3,0.95
ENHS_SYN_0199,Subject C,60,57,3,0.95
ENHS_SYN_0199,Subject D,60,59,1,0.9833
ENHS_SYN_0199,Subject E,60,50,10,0.8333
ENHS_SYN_0200,Subject A,60,54,6,0.9
ENHS_SYN_0200,Subject B,60,52,8,0.8667
ENHS_SYN_0200,Subject C,60,51,9,0.85
ENHS_SYN_0200,Subject D,60,56,4,0.9333
ENHS_SYN_0200,Subject E,60,49,11,0.8167
ENHS_SYN_0201,Subject A,60,56,4,0.9333
ENHS_SYN_0201,Subject B,60,58,2,0.9667
ENHS_SYN_0201,Subject C,60,52,8,0.8667
ENHS_SYN_0201,Subject D,60,53,7,0.8833
